MA,KU,KS,MUU
0.2571546892644309,0.675555713764348,0.05897298237401295,0.008316614597208229
0.10904449805551958,0.265572383799306,0.4368530857490816,0.18853003239609276
0.3906165453412667,0.20731880596162267,0.3211671712431534,0.08089747745395712
0.5788407219480806,0.15885484336484043,0.24808248645225614,0.014221948234822868
0.16012908747054666,0.33040040170407303,0.37471637673997804,0.13475413408540243
0.8975514682365443,0.05553558051431697,0.04553435942471255,0.0013785918244264058
0.9844960267634011,0.006705638031492942,0.00876970708906876,2.8628116037246026e-05
0.012479849802004221,0.04774196645372873,0.16284400668109447,0.7769341770631725
0.11380914512526182,0.24919515723527205,0.5642434966989619,0.07275220094050427
0.5929690857276476,0.21464425764325346,0.18052646476106293,0.011860191868035934
0.034402691684954884,0.14439363789737517,0.6174073206482567,0.2037963497694136
0.2551056034461839,0.511003216860472,0.13796958558567363,0.0959215941076706
0.07944578859283019,0.4401449175301776,0.3994992172591275,0.08091007661786458
0.022854134924982693,0.11279240829602756,0.4145199807068615,0.4498334760721279
0.14762833564303643,0.7836899377799093,0.06165118859679405,0.007030537980260619
0.09760535770760699,0.391502259939084,0.3287294581302907,0.18216292422301839
0.6843283641361292,0.19326068648354927,0.11077980315706547,0.011631146223255971
0.02316396489495727,0.0902555937709299,0.5586160414555719,0.3279643998785406
0.022194527963577345,0.12678273739209142,0.6286765591005693,0.22234617554376215
0.8445195060211614,0.05780255222316079,0.07997627101100778,0.017701670744670106
0.03106971147406089,0.12649077519087398,0.3545710180608721,0.48786849527419285
0.7406534254460947,0.11498955172687385,0.13752848170355747,0.006828541123474023
0.5394734495003578,0.20048065924775554,0.24656393169926566,0.013481959552621027
0.03299602813938726,0.2707367277466134,0.2924753037974968,0.40379194031650295
0.3886884702864454,0.4894703932784902,0.11071419917158865,0.011126937263475974
0.5444944858727611,0.3551259708043088,0.09191952228119195,0.00846002104173821
0.03747926199081641,0.09303882934970031,0.43479149937862027,0.43469040928086317
0.8782390410152564,0.050739734276210424,0.06584520280515792,0.005176021903375006
0.6011082177147054,0.319697473782645,0.07553129177660849,0.0036630167260411966
0.860364444184847,0.05641832471044826,0.07211095528999567,0.01110627581470911
0.8208382493698992,0.13193724849606203,0.04134565913461703,0.00587884299942162
0.6647229438703303,0.13016309970054707,0.1941285562007815,0.010985400228341156
0.8565867070288355,0.08842112832545226,0.052116674838002836,0.0028754898077092074
0.728087872311419,0.13231571104529755,0.11562807141751731,0.023968345225766418
0.02825150105509255,0.07630976137673529,0.5876908606090994,0.3077478769590729
0.8830344817409899,0.07364090717083788,0.03922235568763132,0.004102255400541102
0.33159911422703303,0.28979145035530646,0.30172136652296627,0.0768880688946941
0.3458469204118105,0.2759821315706814,0.30781783280527025,0.07035311521223782
0.08918705240479316,0.6768468000438733,0.16214977039262085,0.0718163771587125
0.4095791309470286,0.2720176620057153,0.2330907709177135,0.08531243612954263
0.7755408854764627,0.07928926648933504,0.13683611118364675,0.00833373685055541
0.5551093343000065,0.21797750041831065,0.16097555904856053,0.06593760623312216
0.02053071284018049,0.10913060548778425,0.5845288477210956,0.28580983395093973
0.9663467296549316,0.007923988137732006,0.025090041180514246,0.0006392410268221231
0.41078756749884826,0.23861556452105182,0.29651433977843406,0.05408252820166586
0.8848166854112016,0.058375615393728646,0.053384288146774386,0.003423411048295373
0.8643695237701021,0.05853339759159541,0.06538655591091037,0.01171052272739209
0.9730841193239957,0.009895076663466045,0.016541556829380064,0.0004792471831578661
0.020176945951917994,0.8423263968678759,0.10321163703286125,0.034285020147344414
0.1544208748782011,0.7730140739349813,0.062188043183580885,0.010377008003236696
0.023794498707085072,0.1501311339276832,0.45445449468748433,0.3716198726777473
0.8683643689144368,0.045273907075886896,0.08073923011012651,0.005622493899549826
0.3318261851257946,0.5361185077812702,0.11598569155016875,0.01606961554276649
0.0760420425993593,0.651820086748931,0.1939995769319333,0.07813829371977633
0.446433978297957,0.27477611895454296,0.22468272088616473,0.05410718186133527
0.5359490702483116,0.2054771749074849,0.21369960962866227,0.044874145215541394
0.1001474007385271,0.40012541659829737,0.3921416676891796,0.10758551497399604
0.05579631218975232,0.30157395501713985,0.41122875923716384,0.23140097355594413
0.08924502587827486,0.6656835508590399,0.14685632294574255,0.09821510031694256
0.9834630062120974,0.0033045755061835076,0.013220097396892266,1.232088482670541e-05
0.9721480493450436,0.007203133065907346,0.01967736377419094,0.0009714538148576173
0.020996274729133436,0.11993672725632065,0.6526204047469547,0.20644659326759096
0.02330947655434261,0.06877430276947737,0.3228525585079367,0.5850636621682432
0.5755773609859003,0.19609676051399852,0.21272949687593012,0.015596381624171166
0.17142027498295273,0.7554863612245301,0.06289921289922595,0.010194150893291459
0.9706988701450574,0.008918489663554708,0.020176322910408745,0.0002063172809791155
0.9390315471331664,0.023106845014896918,0.037362097625401824,0.0004995102265347366
0.824555598994713,0.07499669841977592,0.07937853826933795,0.021069164316173384
0.03841876041642709,0.21012868291872308,0.2969873879544053,0.45446516871044446
0.8289740395102979,0.06647963707336696,0.09505981052115789,0.009486512895177102
0.23563853111785327,0.10899797494898285,0.5980481163173973,0.05731537761576675
0.12165812021258157,0.33252122275881285,0.45813939615915156,0.08768126086945406
0.16211780913280407,0.37849516706375086,0.36675784094588215,0.09262918285756266
0.5340609845239522,0.17915096393106647,0.27492257119980634,0.011865480345174689
0.03881527791481609,0.11477343867304396,0.5544262724292333,0.2919850109829067
0.07022021310040086,0.4392681015546183,0.30272186690294545,0.18778981844203568
0.334714719565438,0.10659818043304509,0.48338104834427575,0.07530605165724098
0.06616783437379778,0.4227537271292332,0.2864028391305111,0.22467559936645792
0.8234871180054035,0.056986696052902,0.1188661638166154,0.0006600221250787845
0.031078007772289657,0.2841371022664491,0.2903829333116315,0.39440195664962985
0.9238117365940242,0.02294163213365231,0.052789465455316986,0.0004571658170066625
0.9601817415924644,0.009461263844076723,0.030179000708739624,0.00017799385471935325
0.7467564632100679,0.10347086603020911,0.1427817993921109,0.006990871367612279
0.25381216762086056,0.10000773022745818,0.5740900558901965,0.07209004626148457
0.6978689112486655,0.19761568811363714,0.09600073273908909,0.00851466789860858
0.016751881215909384,0.062314338757556556,0.27940714564461433,0.64152663438192
0.04487167274935014,0.14456326831520624,0.7507591610174987,0.05980589791794477
0.3373842169998104,0.09014941188041455,0.5053462968072214,0.06712007431255368
0.38178621860747947,0.1835283126495204,0.3616557040513386,0.07302976469166177
0.03095108327167403,0.08622097457896265,0.7699147381004623,0.11291320404890072
0.671844324860832,0.25498169839620205,0.06572929278252523,0.0074446839604407275
0.023149479897935435,0.13349982462740806,0.20360980996295858,0.6397408855116982
0.6637233343489393,0.2681995988961908,0.065389753295733,0.0026873134591368897
0.12334424037300354,0.128622849382469,0.6816764579124643,0.0663564523320634
0.151143224857913,0.22486410105862675,0.49990352194880877,0.12408915213465162
0.026553654860026196,0.20413866056228858,0.33333433742041735,0.4359733471572679
0.03199665245765559,0.24846924180860866,0.2803123645880811,0.4392217411456546
0.8861150548615448,0.062359056402573054,0.049421807849108886,0.002104080886772964
0.07671920176877302,0.18238754298463233,0.6745958940579397,0.06629736118865508
0.018446031630871374,0.09063457782256702,0.4017929048606231,0.48912648568593853
0.03802772546943915,0.11292236369032173,0.34178819731565807,0.507261713524581
0.37390143019510513,0.4983289000880165,0.11024222095217018,0.01752744876470831
0.09727244883744732,0.4465491006963914,0.2587054110966917,0.1974730393694697
0.9368665516403335,0.028849847115691697,0.03365698864499984,0.0006266125989749139
0.024290097335537986,0.15382743065117313,0.5991226576348655,0.22275981437842343
0.024324259978927017,0.11487869533156651,0.5901349275043558,0.2706621171851506
0.21362542794383632,0.273909734958027,0.42880817641388225,0.08365666068425424
0.16338790331416145,0.766016690508225,0.06040304145549255,0.01019236472212131
0.788965239690927,0.07273128989050234,0.13512262997293056,0.0031808404456396605
0.689120289116646,0.24703985288780392,0.06069714240336208,0.0031427155921875697
0.7606824254401938,0.140912135920298,0.09416350902752554,0.0042419296119827025
0.0242640249998683,0.04519462336057835,0.22316464923749613,0.7073767024020572
0.9354203584133159,0.021803361739146983,0.04175518666064905,0.0010210931868882118
0.017248310046229485,0.09123273835823185,0.41688639422281376,0.47463255737272475
0.03368450193988196,0.07193726898972433,0.4919583558341394,0.4024198732362544
0.018465466253132983,0.057325712137897146,0.3728577389955515,0.5513510826134183
0.7876938711706988,0.08255919671034866,0.1277423246406171,0.0020046074783353295
0.18646954384773107,0.39031088758477295,0.26245511684432393,0.16076445172317214
0.9668585612010117,0.011742974391036973,0.018038397536200748,0.0033600668717505113
0.2528839440073932,0.1552286572448625,0.5167744239943609,0.07511297475338329
0.1332261829346376,0.4955130906025158,0.2599515084589836,0.11130921800386293
0.02034746226444433,0.10642811462313327,0.6363123868486558,0.23691203626376658
0.7457388925300402,0.14390910164461634,0.10241288193147939,0.007939123893863885
0.8643609607668585,0.09697993876641382,0.03453802936438604,0.004121071102341405
0.905184408594699,0.05564586140194616,0.0365935910814058,0.0025761389219495423
0.8188564785603318,0.07403273336239763,0.09159182023332818,0.015518967843942235
0.9209953579380098,0.024460563960651115,0.05440233524562608,0.00014174285571283665
0.10892864833573551,0.47795531831394433,0.2529018014011934,0.16021423194912685
0.8779020823284953,0.06934917025342906,0.04912528789792427,0.003623459520151296
0.9139367295599871,0.04446998884069136,0.039927470585795564,0.001665811013525329
0.03524927675875704,0.09590642755446722,0.6152884467956314,0.2535558488911443
0.34066901176739783,0.28528993031849426,0.30416839862222317,0.06987265929188488
0.8907240977653652,0.06444957606214682,0.04318569303266764,0.0016406331398205356
0.9821759063590342,0.006914925027035096,0.010691727796018591,0.0002174408179121723
0.8257100340287102,0.10948830451894118,0.059475091522339894,0.005326569930008802
0.9758499306650479,0.0066752175228664105,0.015919705266525534,0.0015551465455601972
0.9594595644915713,0.012323297828088784,0.02788184798070313,0.0003352896996361851
0.6808027421603772,0.24109718331860797,0.07118023227438446,0.00691984224663028
0.09837456335424805,0.3436961732822272,0.46440777465783006,0.09352148870569472
0.7086617493495959,0.21063225094922872,0.07134717730886873,0.009358822392306603
0.5933115098251069,0.1828473784746591,0.20831753821490037,0.01552357348533374
0.5168378496915463,0.3819889332987364,0.08731935132735577,0.013853865682361752
0.790121326344859,0.07681317860446257,0.13037838599346843,0.0026871090572099647
0.8095746699180468,0.07784610654758943,0.11074294052890896,0.0018362830054547616
0.7103128173469473,0.21200264339358266,0.06845958819657844,0.009224951062891822
0.08201829494961574,0.3545856738770226,0.46346361995233365,0.09993241122102779
0.13030847117020597,0.799970631615558,0.06115334031981745,0.008567556894418632
0.015514504614544759,0.04327052519638455,0.23460041470246867,0.7066145554866022
0.06537713462171756,0.2116033456206721,0.41551707631711826,0.3075024434404923
0.29619205342905525,0.5763506797731499,0.1120132929727435,0.015443973825051267
0.17863380352838884,0.29750942075156067,0.4088008643621429,0.1150559113579076
0.060548353325308474,0.27585683916276144,0.286081200020815,0.37751360749111507
0.02079072475665531,0.1111196948879859,0.6698653368965499,0.19822424345880896
0.017030540727145545,0.1348301788684424,0.2519998440802251,0.596139436324187
0.05833944935623423,0.25577452587789273,0.5624352442041619,0.12345078056171131
0.29301362685273075,0.5052709627950639,0.12454849252422732,0.07716691782797776
0.8773003349798602,0.045941377674804766,0.07156679779581167,0.005191489549523289
0.09789867041850692,0.5243499808428843,0.2512062269377679,0.12654512180084082
0.033300998505212794,0.1721820678069677,0.46387513907141004,0.33064179461640963
0.044207269442602073,0.2259571962852331,0.32295516567559157,0.4068803685965733
0.2778598112339552,0.5127740233235558,0.14217052441518999,0.06719564102729925
0.049047025348809836,0.1813754436290131,0.527579937961754,0.24199759306042312
0.5500020961897596,0.2154827898903406,0.18514352335770415,0.049371590562195686
0.02307210558240845,0.14422886371290825,0.5871634195034536,0.24553561120122971
0.072570925295061,0.4588704379560938,0.37814222372984874,0.09041641301899653
0.3694132821821451,0.29379014139593473,0.27497593350333505,0.0618206429185853
0.10753962993437828,0.6795696284943554,0.13623695968991634,0.07665378188134997
0.13793155842903781,0.5856982204380838,0.18620268832030637,0.09016753281257223
0.5104105009716233,0.21122842739258924,0.22548195778156838,0.052879113854218895
0.29669668292880774,0.11400433082585387,0.5109187396654573,0.07838024657988082
0.8211023320493804,0.04156179154034248,0.13664884502269833,0.0006870313875790442
0.18027704409747944,0.3596610762250963,0.3611518863391842,0.09890999333824015
0.913562920308611,0.03108976273876058,0.04555174165504613,0.009795575297582392
0.6653359395696447,0.2563820248328888,0.06828555950814526,0.00999647608932133
0.16313862639026652,0.3968706317272349,0.34934670438027376,0.0906440375022248
0.07672772331292876,0.28318237491470866,0.5814652506561595,0.058624651116203165
0.032439036857976146,0.1410644608622767,0.4998632388869592,0.32663326339278775
0.9326790006906773,0.015993468389654316,0.04976820018569942,0.0015593307339692064
0.1645682355613579,0.2337833477124655,0.5064675538799512,0.09518086284622523
0.15399103384559054,0.35918456347981054,0.4148097280461599,0.07201467462843901
0.4689986412339949,0.40198814006329286,0.11426341210981521,0.01474980659289715
0.23726482077396896,0.3537283718435191,0.33533765324058357,0.0736691541419287
0.030601037910903274,0.056197874157860025,0.3148414242671746,0.5983596636640623
0.014879284754162387,0.1311908797908654,0.24198426436447107,0.6119455710905014
0.058025452777356046,0.6069415804964436,0.24058281007866492,0.0944501566475359
0.021048098637699214,0.16859019947785606,0.5392038167885611,0.2711578850958835
0.9730962902349848,0.006312043587363365,0.020585323783076558,6.34239457540668e-06
0.7508081054376519,0.16414165395685124,0.07551063670694991,0.009539603898547166
0.7862217780342263,0.09168260811170048,0.09465874929029948,0.027436864563773602
0.1817943515465274,0.13455969188259229,0.605006984217752,0.07863897235312818
0.09683405891374944,0.1264593213965079,0.717727291017265,0.05897932867247747
0.8708695457484019,0.035539086427222547,0.09252498752771104,0.0010663802966648498
0.9192479152237675,0.04536837412186391,0.03425748090540499,0.0011262297489637023
0.6643498750866716,0.11790939181118457,0.1854930617451499,0.032247671356993954
0.07689618260070116,0.1789389414809389,0.6561984192010119,0.0879664567173482
0.9536020290636684,0.007725629052883448,0.038404078063396525,0.00026826382005204193
0.967952627362585,0.006040842848097241,0.025843111102943902,0.0001634186863737857
0.026430278979557135,0.10629091848901177,0.5991828305611925,0.2680959719702384
0.8343588844127307,0.06287835532805792,0.08277514827708185,0.01998761198213003
0.966852699132146,0.0149984045833897,0.017589916454075833,0.0005589798303881414
0.7699968078421005,0.11469286342002981,0.11086255551583024,0.00444777322203941
0.9694858029874822,0.006846360984168174,0.022824748488556087,0.0008430875397939724
0.9128059084826938,0.033338425842723146,0.05241081753841574,0.0014448481361672635
0.7681880887563414,0.08820906191499484,0.13631671765224831,0.007286131676415355
0.24647115368200467,0.5589171973666719,0.11685797365991124,0.07775367529141242
0.04600363664458903,0.40864501347477583,0.3935751620962797,0.15177618778435542
0.8606121442053468,0.04979971395994877,0.08438521052519117,0.005202931309513106
0.29706609304579434,0.10358821300382907,0.5439772538280744,0.05536844012230222
0.04816960390414336,0.2337325924160934,0.6159622806138533,0.10213552306591017
0.026652210358462526,0.06861301946954501,0.6640758577757372,0.240658912396255
0.03765551924440113,0.19043107740849327,0.5227395613295157,0.24917384201758974
0.020545978174701728,0.047303852296221506,0.20698223456164105,0.7251679349674355
0.1474994572668584,0.5452226785645357,0.20825257543047446,0.09902528873813131
0.0331226548127065,0.10550560607433847,0.5699216387008545,0.2914501004121001
0.02210356992868614,0.07912070486535311,0.6294188410400532,0.26935688416590753
0.08404440969773724,0.38112212025140046,0.3022594944891291,0.23257397556173323
0.15745488033051985,0.38584840564762624,0.3647037528995035,0.09199296112235045
0.3270171766280229,0.546277170641331,0.11092698709685493,0.01577866563379108
0.036024974935156724,0.16150416780908475,0.5077230781628264,0.29474777909293204
0.6986370848084476,0.1675748386444437,0.1262901425572482,0.007497933989860219
0.020895505324687327,0.04486176264182582,0.22070564822614155,0.713537083807345
0.21092014620716093,0.11309976876967535,0.601279783406073,0.07470030161709046
0.24481248283679535,0.22058357386655938,0.4520139445250453,0.0825899987716
0.0411729174999443,0.7491123613415326,0.140539369463462,0.06917535169506166
0.045562249789222416,0.22517713129012,0.3148050865052319,0.414455532415426
0.8643207365312295,0.05739428376437924,0.07631109041225949,0.0019738892921314075
0.03981624847876097,0.17191958622545367,0.5825265721050811,0.20573759319070412
0.8405106479633787,0.1191334628219588,0.03724994769143003,0.003105941523232554
0.44280366565487134,0.2451290777909758,0.22720727808178112,0.0848599784723718
0.03560048305029587,0.15621824809152665,0.4961210515322426,0.31206021732593503
0.1435777579623767,0.7922818003536156,0.05291639073105972,0.011224050952947704
0.046771172346928264,0.18128312516181455,0.4468397791636665,0.32510592332759086
0.6087317326524228,0.30490058834303957,0.07719624409956595,0.009171434904971633
0.35865790853964197,0.31851136985303247,0.2479136689160669,0.07491705269125891
0.06543460786860375,0.3896417626315398,0.3273155275877452,0.21760810191211133
0.009856458286456132,0.041894712101222635,0.09859701637808699,0.8496518132342342
0.020460602133489766,0.13043711226033175,0.6230927751017905,0.22600951050438772
0.04978968561653922,0.16794484665091314,0.7001398781530969,0.08212558957945085
0.08998706413190595,0.7585935980354996,0.09795797626647089,0.05346136156612331
