MA,KU,KS,MUU
0.015923899274425134,0.0844161637675222,0.44012112861636365,0.4595388083416891
0.04120462373235211,0.2224114039788595,0.295390506604274,0.44099346568451436
0.02442685350287095,0.13231521030563248,0.43998306163048,0.40327487456101657
0.023007239313983994,0.10799088585222238,0.472232611691842,0.3967692631419514
0.09609208281773482,0.17041047875032955,0.378892941316321,0.35460449711561454
0.012426807042386885,0.07300349123544814,0.2375855723075916,0.6769841294145733
0.51360494946291,0.1738646537854668,0.29657020895407427,0.015960187797548944
0.01734385885263613,0.08637848739967272,0.6136818996748595,0.2825957540728313
0.02173825436768435,0.13773354671739949,0.45390474503036854,0.38662345388454744
0.9644215461106301,0.009194038034785712,0.026210726267311787,0.0001736895872721593
0.08275054768573797,0.3850655105298621,0.4492830437385558,0.0829008980458442
0.054337034035824495,0.24805159950519648,0.37124169534545287,0.32636967111352616
0.6802525445949088,0.23864923934540505,0.07305537127401802,0.008042844785667991
0.04319044939120783,0.15145468459454534,0.5031395646210296,0.302215301393217
0.1389428535830364,0.3023654293319033,0.47028086381970846,0.08841085326535189
0.11682492204331667,0.8096325794218115,0.06293097470422784,0.010611523830643477
0.7538211155319918,0.13231938013757596,0.10635019514780879,0.007509309182623608
0.6118523690512787,0.310043116597723,0.0756721227891871,0.0024323915618112545
0.08356070703141198,0.40288860542681376,0.28857123098770887,0.2249794565540654
0.06368265877845372,0.3560468051623956,0.45705366685702686,0.12321686920212369
0.29862497474190214,0.49669239436622736,0.12396319989373195,0.08071943099813861
0.15544908398914778,0.29003374381891683,0.48268973505688434,0.07182743713505098
0.03550253746537825,0.24098381699852767,0.375346608161193,0.3481670373749012
0.029659096117341258,0.13632452581476825,0.3574798591626566,0.4765365189052339
0.036243735876651625,0.1552502129855661,0.5585322262932165,0.24997382484456565
0.747421865973219,0.17526091736604854,0.06828813274519219,0.009029083915540172
0.8247862358731664,0.09033309016565783,0.08174217260301787,0.0031385013581583646
0.8803827946976222,0.07484873136000382,0.040663513188382565,0.004104960753991672
0.31987945292760794,0.3869836982327054,0.23754302357386767,0.05559382526581918
0.3639165067834652,0.28937320978256564,0.26650715522008,0.08020312821388945
0.7642757040662892,0.09047270568815603,0.14185462813499725,0.0033969621105579347
0.15333782731816228,0.25479002861618755,0.4683136192890678,0.12355852477658238
0.8910573579932971,0.05961469485608937,0.0463421635908302,0.002985783559783081
0.9515266490479628,0.014534393475065285,0.03166494830955902,0.002274009167412617
0.676248762516976,0.2441972979400744,0.06933725031083608,0.010216689232113567
0.03381382756129609,0.07011034015641854,0.5186193777847662,0.377456454497519
0.583514788950783,0.32578517240286337,0.08464136053635155,0.006058678110002146
0.8201755964509324,0.06959331414766913,0.09851219828546036,0.011718891115938317
0.08762261840135054,0.3888514538674412,0.32709480267264285,0.19643112505856547
0.6074161890665559,0.13950041574251829,0.233762902067678,0.019320493123247667
0.739490434404828,0.1711588419388517,0.0819449555858502,0.00740576807046997
0.679777633273261,0.25002186943715754,0.06579714944168474,0.004403347847896806
0.8514817760274989,0.06476174159141179,0.07091716820222489,0.012839314178864731
0.9205129567728408,0.024023457456717506,0.05314106231018648,0.0023225234602552223
0.9235677434487813,0.01954977695861838,0.05611046991479106,0.0007720096778091153
0.16456739454647182,0.20369154734154293,0.49692713836837016,0.13481391974361542
0.897618534556073,0.056603404169611335,0.04231125957965844,0.003466801694657189
0.02441036378557949,0.08681944095310255,0.6847198917852988,0.20405030347601913
0.6101767523569253,0.1470003738098126,0.22569652807377366,0.017126345759488345
0.03420838565027057,0.14407849490503705,0.5273502886980669,0.29436283074662545
0.9690688302371406,0.005263802210178301,0.025646985080075076,2.038247260569548e-05
0.6995548445723597,0.2204383294222209,0.07199395724377868,0.008012868761640727
0.8941674914453625,0.040597576407527695,0.06304075490824013,0.0021941772388695503
0.0535505753151724,0.29979495864027994,0.40545705301410595,0.24119741303044173
0.15266666876234267,0.39368682109735204,0.3655803615917263,0.08806614854857847
0.0008884236297727302,0.042285726477189804,0.1506167762337663,0.8062090736592716
0.9327551929569147,0.016781126450988438,0.04962825694323673,0.0008354236488602802
0.25096380525164463,0.34344995236619846,0.3218935720029442,0.08369267037921252
0.5952781002275487,0.3274607845566679,0.07444710961442533,0.0028140056013581938
0.14682718694348834,0.7764257279356046,0.06587043346883288,0.010876651652074134
0.14942346132285922,0.7792574983886358,0.06148791517408693,0.009831125114418159
0.3085839578098896,0.0871719309668424,0.5248065490075676,0.07943756221569989
0.30293577425667806,0.5743979094631939,0.10569184473624076,0.016974471543887273
0.3537166369266139,0.5147257906371798,0.11340515133792288,0.01815242109828328
0.6465890099658331,0.2769680699253889,0.07242143465632096,0.0040214854524570085
0.017835927294697768,0.1745896226858675,0.3063993293229124,0.5011751206965223
0.05450574681041343,0.805680788674122,0.10642425762039669,0.03338920689506758
0.04529713529299313,0.20733887073972673,0.6459129994896048,0.10145099447767526
0.6577498045980706,0.26071904070260155,0.06924953897487952,0.012281615724447983
0.08252859293402,0.384070325663689,0.46257243646723345,0.07082864493505757
0.032814547445008634,0.20089819825611446,0.3802457828681199,0.38604147143075723
0.09261663791574262,0.12111250296812372,0.7355007375584657,0.050770121557667816
0.3974946893137064,0.2325084316540031,0.2919036927295696,0.07809318630272066
0.20439284590111523,0.25514968899038737,0.42440145217490055,0.11605601293359684
0.4848421376681296,0.24242501322294022,0.2509549454403428,0.021777903668587277
0.8358295172935936,0.0781195121777102,0.07218125540810365,0.013869715120592587
0.8516825614903307,0.11366851485081886,0.029160856040707762,0.005488067618142942
0.025578515640276803,0.14965389235209567,0.5186154717116762,0.30615212029595157
0.13983221534256685,0.7953668974591177,0.05399606254287773,0.010804824655437832
0.138427214613854,0.6836774731890632,0.12261225345840326,0.055283058738679385
0.9573473999475327,0.017422358682731395,0.020036934989465967,0.0051933063802695675
0.6385868518209254,0.27178560748344227,0.07725355391482436,0.012373986780807901
0.6190184037262373,0.18352601415033362,0.15309831415287045,0.044357267970558646
0.034743157523138224,0.17676770757993304,0.4404776754805036,0.3480114594164251
0.026091384400529317,0.12043196871790711,0.553849478291439,0.29962716859012456
0.04743067293534613,0.24412912321321203,0.6171892545643575,0.09125094928708441
0.15306348174487983,0.6196308062878719,0.1442330671460964,0.08307264482115183
0.8609068933735885,0.09025351354371196,0.045897047233883034,0.002942545848816647
0.021911746589663217,0.044311263047322115,0.40520106745788576,0.5285759229051287
0.023188435600795247,0.8423702045510986,0.10141105558311596,0.033030304264990054
0.02484714697412178,0.2257374257273397,0.2265174227954709,0.5228980045030674
0.02808462557937217,0.1448421875127953,0.5571589390364665,0.2699142478713658
0.8717307510405179,0.07580902502544175,0.05012965355648753,0.002330570377552434
0.648189009694977,0.2862798949039018,0.061348853014201316,0.004182242386919904
0.22080439906451446,0.5560741380747545,0.14838750041260446,0.07473396244812644
0.06495170971927158,0.2540680605792291,0.612621248318759,0.06835898138274049
0.009824386307844386,0.04239067361767186,0.09464691356902119,0.8531380265054626
0.782151017430713,0.1020677943303297,0.11151073111982049,0.004270457119137159
0.050984082081897336,0.25174673806154874,0.38044245690818457,0.3168267229483694
0.03214625275461985,0.150347540020535,0.6169515219729604,0.20055468525188427
0.04452572076256553,0.18757929431363826,0.4121867486435055,0.35570823628029075
0.05832281710087531,0.223758160755727,0.5484303835338216,0.16948863860957594
0.0271442866408765,0.15908997375176467,0.562874707453548,0.2508910321538111
0.1366919293399816,0.3348111285112027,0.4635345979873731,0.06496234416144282
0.794406132411969,0.12485190885240222,0.0766279718605302,0.004113986875098356
0.7817185463196702,0.08252999157391647,0.11960298064494919,0.016148481461464036
0.8097292363892278,0.07533044071678846,0.09904669579611534,0.015893627097868495
0.10355102520310094,0.2091346277850765,0.46233532095698465,0.22497902605483808
0.01328760222385073,0.04938095053011002,0.19195236418107747,0.7453790830649615
0.05791138407293864,0.35837104184840546,0.35321497912772115,0.2305025949509347
0.0898758656744185,0.39589510787215976,0.29223007172293114,0.22199895473049058
0.06573072674841604,0.16745438209551458,0.6808531511013599,0.08596174005470976
0.24699841082592244,0.6266927014650909,0.10879285879635185,0.01751602891263497
0.5727233832222426,0.26792027832906934,0.14971894369218539,0.009637394756502785
0.010072876369392723,0.025660189659280196,0.09231589984909638,0.8719510341222305
0.01964083898728863,0.0811227146788065,0.5114062424533665,0.3878302038805383
0.2584647475197166,0.170717196717718,0.48802948087940456,0.0827885748831606
0.06577419512142839,0.1860529419403373,0.5877736235710306,0.16039923936720357
0.11072710592167649,0.6031315266561823,0.21000453853283685,0.07613682888930412
0.03138257807414349,0.17499589047728845,0.5057857391631898,0.28783579228537864
0.13073667333207312,0.7993451762944871,0.05976775250926966,0.0101503978641702
0.025453244086274897,0.20346096914944206,0.2333346185196573,0.5377511682446259
0.6377928023199351,0.29134819586084904,0.06779885264538663,0.0030601491738294455
0.6546092301211612,0.28146122260224765,0.061238849891528856,0.0026906973850620765
0.04388589010339482,0.2408963834605678,0.4247890481083411,0.2904286783276964
0.20903480499695148,0.43072301981326716,0.24868961333905798,0.11155256185072356
0.05796329538892752,0.17739823759804435,0.565928921286335,0.1987095457266931
0.03978849508783166,0.12786453685542382,0.5701359074617713,0.26221106059497307
0.12649293619992716,0.800368412297246,0.06277708674703182,0.010361564755794759
0.08460823722020784,0.1631326199017724,0.6634459788974815,0.08881316398053846
0.9243271665890024,0.018247741159260734,0.05660519893991691,0.000819893311819954
0.4141584249268439,0.416198816846024,0.1448694561039164,0.024773302123215993
0.6937372381279097,0.18568780497752255,0.10826256877010655,0.012312388124461419
0.09087755101573697,0.16863434804559677,0.6498312046355917,0.09065689630307468
0.6764907450897124,0.20047523030190542,0.11285809960088944,0.01017592500749282
0.4712151675932329,0.2834188488034166,0.22925885222788,0.01610713137547079
0.05186713159288022,0.13197373179848126,0.7615808867111611,0.05457824989747748
0.020272401343229024,0.13925388027559085,0.3702795871008305,0.4701941312803499
0.8178371912081562,0.05446834372106913,0.12493547699925762,0.0027589880715168298
0.028191170209269152,0.059328680472823206,0.4608616504999103,0.451618498817997
0.06526389233651644,0.16877970368135828,0.6700505283540997,0.09590587562802534
0.8909169081546985,0.03381450597922003,0.06881803465210476,0.0064505512139767344
0.9682207231286761,0.012063905375703454,0.018039638023693766,0.0016757334719266633
0.4388965752620709,0.25458482263719856,0.2275287107915761,0.07898989130915443
0.38382372022344824,0.2687824139085049,0.2714966929897903,0.07589717287825652
0.8037493896268597,0.1027814305171852,0.08825635678151203,0.005212823074443346
0.8265209306857305,0.08860145427182005,0.08232677986913485,0.0025508351733147185
0.4953896795887908,0.38730951028232313,0.10254800408653399,0.014752806042351949
0.9383016239601736,0.028321479255734736,0.0313926151013337,0.001984281682758093
