"","X","aproovitykk_id","B02_kevad1","B02_kevad2","B02_sygis","B03_kevad1","B03_kevad2","B03_sygis","B04_kevad1","B04_kevad2","B04_sygis","B05_kevad1","B05_kevad2","B05_sygis","B06_kevad1","B06_kevad2","B06_sygis","B07_kevad1","B07_kevad2","B07_sygis","B08_kevad1","B08_kevad2","B08_sygis","B11_kevad1","B11_kevad2","B11_sygis","B12_kevad1","B12_kevad2","B12_sygis","B02_vahe_kevad","B03_vahe_kevad","B04_vahe_kevad","B05_vahe_kevad","B06_vahe_kevad","B07_vahe_kevad","B08_vahe_kevad","B11_vahe_kevad","B12_vahe_kevad","X21","X42","X43","X44","X45","X48","X51","X61","X64","X77","X999","cl","weight","muld","ARV_VMA","ARV_VKU","ARV_VKS","ARV_VXX"
"87",173,73757,0.285371748100144,-0.157070576807893,-0.481785068002916,0.0925939438544268,-0.391031171453624,-0.45564666971936,-0.0771631716856642,-0.438912034130635,-0.459190911193314,-0.53358521081092,-1.03403286981931,-1.04122117225964,-0.697112254084201,-0.629807849126539,-0.670581797504007,-0.818864486349677,-0.633145994626291,-0.834572787964979,-0.160170582994087,0.322317686477791,0.212508031587543,-0.488241176111527,-0.518469468460836,-0.773217412927786,-0.467910267153562,-0.644358939198905,-0.847094011012298,-0.478015073404275,-0.60770762879752,-0.234977054265835,-0.468832188358074,-0.425314154655896,-0.412237555448319,0.50593516817932,0.21373514680727,0.0951549619613493,0,0,0,0,0,0,0,0,0,0,1,"cl",65,999,0.2,0.1,0.65,0.05
"88",176,73779,-0.155461330745518,-0.364134914918249,-0.677184076619323,-0.400624288905638,-0.441020077437725,-0.729605581100564,-0.448142318748029,-0.678602264287484,-0.590263479566764,-0.452041539788985,-0.333423194584685,-0.454450081690956,-1.391266093766,-0.000456456551386197,-0.0441329745991384,-1.14247746568384,0.00640847800560227,0.0956738372312152,-0.459988971048931,0.0409038655339555,-0.174249814863897,-0.495910977354867,-0.479035343095782,-0.339537978621754,-0.515189029945402,-0.551620332197353,-0.490901427436749,-0.100290831669291,0.11351383772223,0.0234531499125311,0.237593357223417,0.732526366179941,0.50723141361611,0.299036987716589,0.280886783627035,0.252802748832822,0,0,0,0,0,0,0,0,0,0,1,"cl",75,999,0.1,0.15,0.75,0
"89",179,73785,0.784988884292976,0.522074518671464,-0.701814203757139,0.523684420016939,0.381962704087466,-0.784687266988527,0.480725005766614,0.499690809455728,-0.277920337900996,0.212716647901824,-0.00941751895071889,-0.0697065058498645,-0.136083808317001,-0.0100113866009951,-0.280911041450315,-0.199735670938534,-0.263477807622627,-0.411196915549203,-0.0907022274887585,-0.00646530020038315,-0.913101410756946,0.217965343626808,0.323136579240089,-0.282705321327789,0.26938904921056,0.300816378645938,-0.211355855336478,-0.549606968595374,-0.377834651394253,-0.194549199121698,-0.306378927004811,0.0591069183673403,-0.233199043320839,0.0400131571840341,0.027502872693552,-0.120580805158472,0,0,0,0,0,1,0,0,0,0,0,"cl",70,48,0.3,0,0.7,0
"90",182,73801,-0.535713077028403,-0.38744585514772,-0.0696849469634707,-0.664217367621141,-0.948156703590897,-0.415531768308538,-0.744970990191637,-0.168675620340416,-0.329360631989343,-0.723262880366389,-0.802600244366559,-0.713987529707221,-0.263884186472725,-1.42223004787589,-0.96724594946655,-0.261879940719641,-1.39481450846712,-1.01642551168819,-0.412138643120364,-1.44227226269726,-1.13907739884024,-0.840024846275975,-1.05881981797422,-0.99406872258367,-0.86474211226314,-0.753144828796607,-0.794378136140477,0.350086321128957,-0.0677196010176959,0.750986632360614,0.0652944436671928,-1.65089746518081,-1.58227374003183,-1.66096482442664,0.144104620936173,0.586335713811522,0,0,0,0,0,0,0,1,0,0,0,"MA",90,61,0.9,0.1,0,0
"91",183,73803,-0.360530722434025,-0.192329559462904,-0.0515537075677016,-0.518173594409107,-0.79096715268711,-0.446561331024805,-0.52473212268439,0.195508269068769,-0.162023951976464,-0.600061029581375,-0.638493473591606,-0.637590570357505,-0.39586850557832,-1.4292369965789,-1.18794972380952,-0.317082563342356,-1.41429573683131,-1.23281276707962,-0.64413202257604,-1.51729777530394,-1.28746116567675,-0.606938623204183,-0.698148301771448,-0.931092596337232,-0.568454671928584,-0.2796206090053,-0.605177742027853,0.290482629926782,-0.113322917402335,0.762233450607011,0.0862164545983813,-1.59016946140557,-1.58184023273913,-1.63490589836017,0.193785834761175,0.587516737252211,0,0,0,0,0,0,0,1,0,0,0,"MA",80,61,0.8,0.2,0,0
"92",184,73805,-0.632287199296239,0.061158295541689,-0.0753304448059594,-0.638731049772744,-0.538736097233582,-0.328285693242156,-0.702244561438059,0.00285340380222446,-0.204487315353556,-0.696672552860123,-0.562751887080634,-0.580292850845836,-0.359734470090041,-1.11519829562793,-0.792297835658971,-0.269813251756308,-1.12730398239614,-0.810201900111199,-0.37696327050763,-1.11993319056822,-0.942259034396147,-0.780920513749509,-0.850082942274332,-0.984509843968092,-0.807891242052096,-0.623856073562179,-0.828415122661982,0.829036665498052,0.3748967358685,0.828032384749458,0.308974335696364,-1.21397651392218,-1.2533862068573,-1.25933930420969,0.313953016416374,0.622603329806364,0,0,0,0,0,0,0,1,0,0,0,"MA",97,61,0.97,0,0.03,0
"93",185,73821,-0.766888407900993,-0.835572836789095,-0.701831149628184,-0.648773177062663,-1.12542199747833,-0.905841250039846,-0.671534827411663,-0.804219734523771,-0.494625430450128,-0.45026885128879,-0.756313719276827,-0.616369192760023,-0.274534217986271,-0.255891586534242,-0.313657739675895,-0.162713552773643,-0.122832841872782,-0.205738309420141,-0.0346350264442644,-0.133970606524164,-0.275318297085912,-0.316982388581234,-0.719652409520478,-0.48528216134771,-0.417963362762915,-0.725459656331945,-0.529243391829976,0.275826894063064,-0.301242565193336,0.192962331619376,-0.259612079038896,-0.177391578184347,-0.0782924371850271,-0.156233072600752,-0.374825974703278,-0.0555669132469625,0,0,0,0,1,0,0,0,0,0,0,"cl",50,45,0.47,0.03,0.5,0
"94",188,73854,-0.280521969190208,1.43637940117343,0.586861423164255,-0.17662857343634,0.603429460137722,0.420263356225472,-0.120613722110608,1.50978571821037,0.986429372499926,-0.173286273083344,0.841623362829469,0.219074000496569,-0.431241824530535,-1.22571698652987,-1.14829481801188,-0.52136532251033,-1.24300347280106,-1.24002567559151,-0.343258478852059,-1.13799499575566,-1.06829987762962,0.146746960103954,0.654379303837987,0.111022002232629,-0.0414405400985353,0.866559487295242,0.43811234146381,1.49814368901007,0.991169837948981,1.26230992398073,1.22523534385681,-1.315390276004,-1.28416522468138,-1.30089884859089,0.604215355908469,0.874634129064893,0,0,0,0,0,0,0,0,0,1,0,"MA",95,77,0.95,0,0.05,0
"95",189,73856,-0.644450870090588,0.422014910005529,-0.474277507720829,-0.595577578050742,-0.193395641300193,-0.493296766391196,-0.507289267698743,0.364666564981825,-0.156469354772804,-0.475086490295797,-0.184043954519731,-0.492181691059481,-0.314852194427073,-0.920914717959897,-0.891435100149449,-0.313115907824649,-0.962188693213206,-1.01465507050738,-0.406418600902553,-1.06518528431325,-0.923007594632517,-0.379030712515077,-0.358006045434964,-0.606422370916459,-0.489097291925085,-0.221426940131484,-0.491366995851409,1.13347842256954,0.713981080439735,0.867256007404113,0.44435205349084,-0.993110968836668,-1.03359800916052,-1.17220133173347,0.225581113730546,0.523465313315225,0,0,0,0,0,0,0,0,1,0,0,"MA",92,64,0.92,0,0.08,0
"96",190,73858,-0.893065008717302,0.730627440716593,-0.492268217886889,-0.85883522584844,-0.143838511000848,-0.589331613778409,-0.791598452246735,0.620881675881325,-0.197528332153622,-0.835385428022775,-0.158796759013434,-0.684702028620443,-0.529374257757805,-1.28686853884473,-1.07921274230297,-0.454923842588218,-1.28362896121872,-1.12022582237984,-0.589864958564707,-1.32564555969566,-1.10107516099125,-0.698729889809694,-0.488609064816378,-0.795829221208686,-0.832471170790018,-0.218147093919751,-0.651529808910611,1.68769885845646,1.18886407995161,1.39177862925392,0.974171212677021,-1.34064350529598,-1.36263004476574,-1.41392693204333,0.645615407791073,1.03983326914744,0,0,0,0,0,0,1,0,0,0,0,"MA",100,51,1,0,0,0
"97",191,73860,-0.807250059174911,0.00552367244193567,-0.745324829495015,-0.739232752309938,-0.528022911626281,-0.538358993728231,-0.623037035275044,-0.214193916626738,-0.247972098383273,-0.400633573272826,-0.171420356765944,-0.151705908883558,-0.467756218289051,-0.76421386515206,-0.562353212226361,-0.524340314149313,-0.800399467409536,-0.559323827647444,-0.786716659875158,-0.861754075199983,-0.650563260116556,-0.349406259803546,-0.600905076231802,-0.402846164270436,-0.429647299378936,-0.505701974290546,-0.472559032317844,1.00024540235464,0.546509732184829,0.573798813327537,0.355741183661785,-0.715325446614671,-0.744448644537532,-0.703751023782991,-0.15524860642794,0.167994482823911,0,0,0,0,1,0,0,0,0,0,0,"cl",50,45,0.5,0,0.5,0
"98",192,73862,-0.641248594533739,0.785176248868918,-0.197014593580703,-0.594234341862605,0.0726103189870053,-0.283263182513694,-0.574567938668456,0.558200210062165,0.0683440615307769,-0.526937628935291,-0.0104694854294559,-0.180227440376686,-0.12429270200029,-0.938113592048643,-0.799116326248017,-0.142549720557371,-0.965752332548306,-0.828758746558242,-0.257862634294542,-0.962317522505004,-0.684575007801927,-0.460925047591935,-0.244150234019807,-0.495730407153913,-0.606226270466635,-0.0808837849537849,-0.413803230024363,1.42081349321321,1.02562312383489,1.09000979521826,0.719414961918028,-1.11516824375252,-1.11249633653896,-1.11738146791911,0.530693483592628,0.830361219149768,0,0,0,0,0,0,0,0,1,0,0,"MA",95,64,0.95,0,0.05,0
"99",193,73864,-0.863613639222776,0.469723334009816,-0.594746507682794,-0.756747765159223,-0.163004117473801,-0.542570374502789,-0.746566740814188,0.353234843095746,-0.269953668722636,-0.670525397476558,-0.240850144403395,-0.403051905149908,-0.410702478042699,-0.927603168994236,-0.722498024097668,-0.449965523190449,-0.947221408006657,-0.80213655695504,-0.476449319218776,-1.0226320103027,-0.88128946075901,-0.545396893608571,-0.361706294227062,-0.626243287563764,-0.692575089703722,-0.228849985742426,-0.581248928969119,1.44210134251496,1.00477265250397,1.14018812607562,0.649264689970132,-0.951022253348504,-0.955566696368695,-1.07929631148883,0.530324993492243,0.820672278402726,0,0,0,0,0,0,0,0,0,1,0,"MA",90,77,0.9,0,0.1,0
"100",194,73868,-0.715790766575612,0.781494895686337,-0.268571306975586,-0.59218620923515,0.0313701855199161,-0.235055975589142,-0.577836286177443,0.512272653377443,-0.0112175471901111,-0.609367644207677,0.0210895089517093,-0.321052502111616,-0.467756218289763,-0.957223452147005,-1.0597441573313,-0.47376545629782,-0.947934135873849,-1.1211438289184,-0.613799084376725,-0.978113504691745,-0.978295726549633,-0.40585717536404,-0.121883180393374,-0.471926705696915,-0.47304219938833,0.0380829596003599,-0.365379887207891,1.50981516313949,0.973738614115823,1.05976956508497,0.870791864542062,-0.958237461718415,-0.946029535916521,-0.947871894195249,0.592116586788114,0.742841938613323,0,0,0,0,0,0,1,0,0,0,0,"MA",85,51,0.85,0,0.15,0
"101",195,74178,-0.669881075537276,-0.716505238030683,-1.34383951778982,-0.856207269490516,-1.03327983242166,-1.4533982605592,-0.722279900668983,-0.846865401549441,-1.09782108477478,-0.840969396801514,-0.688987864600397,-1.35317542294459,-0.874891708698936,-0.127855523874914,-0.728673542987934,-0.877769320792931,-0.104777069242946,-0.541958203971353,-0.969677306417789,-0.0973726651173322,-0.368212964444382,-0.709937964982097,-0.612290628958149,-0.821211270318914,-0.643560858977253,-0.56674696176884,-0.78100796562704,0.251661735865933,0.135568336913962,0.220995398611113,0.361648574983726,0.300094877906503,0.256259591288349,0.390921793111488,0.50064686527229,0.430512986862849,0,1,0,0,0,0,0,0,0,0,0,"cl",57,42,0.05,0.35,0.57,0.03
"102",196,74185,-0.146128748560114,-0.591562744433954,-0.504773186663391,-0.0976191872235526,-0.806471270146649,-0.323740527200789,-0.209494808401653,-0.732328915966261,-0.191468218334148,0.408775996058509,-0.316591730915079,0.162030937515491,1.32692623493829,0.898980958749111,1.56778212527512,1.44589748156841,1.16245307823908,1.87507651009952,1.08344690553988,0.987776348698772,1.69332709726209,0.336892043890858,-0.0747900419185044,0.471153443897371,0.0693435958141341,-0.459969715046856,0.000823554282128293,-0.294219291810651,-0.796854970277646,-0.297093962461688,-0.937977515840631,0.432213360048613,0.78201723658808,0.709627982537031,-0.72743318686085,-0.535032278238264,0,0,1,0,0,0,0,0,0,0,0,"KS",97,43,0,0,0.97,0.03
"103",197,74189,0.0770611635048698,-0.810181634142867,-0.476038038336474,0.124296132365693,-0.960271333557132,-0.53681968049942,-0.176411899222836,-0.933556222309894,-0.735279938201244,-0.15387533400258,-0.619558076962476,-0.521297421121846,0.0945654455907267,1.32258285759859,1.98489132482133,0.0647080302521928,1.68892139597849,2.36085496980435,-0.0635752556819113,1.52395978861632,2.14434984267146,-0.239168636004178,-0.0775031995842042,0.422581347255389,-0.0851877166408976,-0.615360780468631,-0.189593864607801,-0.74489434948876,-1.32930111798354,-0.485339559778606,-0.511168492831329,1.6147058428127,2.02624096929708,2.02159316933722,0.341316360055507,-0.449761976388395,0,0,1,0,0,0,0,0,0,0,0,"KX1",92,43,0,0.04,0.04,0.92
"104",199,74193,-0.785939829811945,-0.574474332896106,0.000965423882205508,-0.830166186070568,-0.496048489399937,-0.431971208240496,-0.900789764779304,-0.544980179376762,-0.71018093574466,-0.818101715144339,-0.484906367609159,-0.666876071442189,-0.613813793325396,-0.881421007090192,-0.580565759460293,-0.663173257276706,-0.954348686676982,-0.589771044493269,-0.890317615940472,-0.981995625776707,-0.81066705666242,-1.26564231703499,-1.31305237379215,-1.20805332571948,-1.07830895135209,-1.08124759456063,-0.96918517959268,0.508751069486572,0.728066035298213,0.654979791051534,0.568653412556251,-0.785874150671022,-0.87103277417759,-0.805242011113346,0.595551492197907,0.597880724548469,0,0,0,0,0,1,0,0,0,0,0,"cl",70,48,0,0.7,0.15,0.15
"105",201,74205,-0.588788740821614,0.0416066391838898,0.863019873672663,-0.606552534953968,-0.409835716780849,0.112564405745373,-0.654391014126328,0.296515582970546,0.204538264852017,-0.730353634368556,-0.436515909559019,-0.185575227530761,-0.329686166890785,-1.30438591060192,-0.851660571710783,-0.446990531551741,-1.32116596221278,-0.935553507147577,-0.806033457790729,-1.37880001997378,-1.15769751103149,-0.792416189866898,-0.644812682591512,-0.741414254410811,-0.775255877481744,-0.335302292089358,-0.469619480622524,0.759695394680158,0.476040092799165,0.989686613144687,0.503425966710098,-1.46791176403467,-1.41176087133877,-1.36779484670706,0.610581437000797,0.844433223596422,0,0,0,0,0,0,0,1,0,0,0,"MA",93,61,0.93,0.07,0,0
"108",214,74290,-1.26132833800499,-0.834653070180032,-0.992415986345059,-1.26813501482668,-1.08458303356511,-1.03002867361277,-1.03701751171517,-0.200891058379927,-0.597219167432241,-1.16244645636884,-0.670052467972723,-0.977047726407994,-0.972111282081024,-1.40821615047118,-1.280806799601,-0.8089478475582,-1.22661073186168,-1.22579657425406,-1.02541361415154,-1.31008230316685,-1.15991950374439,-1.0604514199713,-0.840524821709735,-0.816904613454763,-0.974998353733509,-0.497728264997921,-0.580562345214251,0.886500384607378,0.726652063490629,1.07055661011344,0.830178549203893,-1.26007367850496,-1.13850677413645,-1.16099461433799,0.847139877391364,0.990689819129452,0,0,1,0,0,0,0,0,0,0,0,"cl",57,43,0.57,0.38,0.05,0
"109",216,74298,-0.759846507751885,-0.0821881036977517,-1.12594072341444,-0.614662724977357,0.15360876744032,-0.763410307478059,-0.657375480767446,-0.439358977180392,-0.817794640987369,-0.653241684595983,-0.436515909558993,-0.551007349758435,-0.940161187540345,0.502769859374729,0.318757262496451,-0.9229891936948,0.787558220210385,0.361436729989335,-0.435126652982672,0.734443443344573,0.522424382741552,-0.315682406677713,0.467001623694692,0.373429653661652,-0.239202508057162,0.176395073573435,0.0898241113827346,0.871416810123798,1.15347884772073,0.447083053965892,0.396354498999562,1.12816029176878,1.3615297862554,1.1903120672185,1.21383041301037,0.523000427170793,0,0,1,0,0,0,0,0,0,0,0,"KX1",90,43,0,0.1,0,0.9
"112",220,74314,-0.465623984649665,-0.814256355225673,-1.03486274082596,-0.0734807426414984,0.03960109450084,0.0545645732903758,-0.306211971491371,-0.688352478018992,-0.589018618783705,-0.0576183484260422,-0.278720937659803,0.4722025924789,0.596866574729443,1.09899749444602,1.41025405869621,0.693422929830849,1.58438797548815,1.66225199436765,0.927343905081956,1.1508057040814,1.38108287179093,-0.212058154442461,0.0048215951013723,0.0457064480590338,-0.236089649814929,-0.290520471944016,-0.284115481927765,-0.0787120699085726,0.162945196210972,-0.150708047805737,-0.246074307259614,1.0686348227212,1.6242352059879,1.00563752592587,0.401229652229982,0.080459065377096,0,0,0,0,0,0,1,0,0,0,0,"cl",62,51,0,0.25,0.13,0.62
"116",224,74536,-1.13932385724997,-0.609747554227635,0.253834729150302,-0.994338233727778,-0.882335787276831,-0.168158923207218,-0.971435560423105,-0.198943497704198,-0.135692657325027,-0.75561444550179,-0.540660591014167,-0.344523345737419,0.240851235584096,-0.924736689979876,-0.292723777339714,0.302707361321875,-0.930828667066632,-0.312456569465155,-0.256765910314148,-1.12980414297711,-0.698885080900893,-0.812304556153094,-0.846565165340956,-0.751244321591209,-0.855097055585471,-0.596318122402656,-0.630914235450354,0.916389757655606,0.532113341259238,0.994870554306146,0.416661156669232,-1.29073831407476,-1.26465739648312,-1.33641299101225,0.377093825122671,0.718994839264718,0,0,0,0,0,1,0,0,0,0,0,"cl",53,48,0.53,0.35,0.12,0
"117",226,74543,-0.730142351796071,-0.13524355314394,0.753826310032522,-0.515974853489353,-0.090651502766887,0.396669943477045,-0.478638059114986,0.235945652561822,0.246369935611249,-0.371384213015894,0.0116218106361926,0.0313072515143857,-0.110599804341363,-0.827276403477867,-0.361282503990323,-0.224857822553521,-0.949359591608116,-0.493762860724923,-0.470790851227021,-0.96769343379261,-0.672789637080862,-0.325624534144254,-0.374672640634347,-0.486410747041471,-0.385493567178595,-0.183651089932051,-0.241118577954419,0.792219235109866,0.709255010883623,0.738031638451552,0.529270803743401,-0.982889423646758,-1.05657389570483,-1.01066452252383,0.103814117533853,0.404020797658972,0,0,0,0,0,0,0,0,1,0,0,"MA",92,64,0.92,0.07,0.01,0
"118",227,74545,-1.03516856495123,-0.340889952047854,0.569921360743617,-0.7820467927923,-0.53966790819746,0.312114723914248,-0.804297946342148,0.205476288950605,0.165495372143337,-0.661218782849393,-0.272409138783849,-0.0786194844407791,-0.27149135183957,-1.28113558081598,-0.772634863893194,-0.486657086731809,-1.23302528266406,-0.908013311007769,-0.500148254625014,-1.31220456881125,-0.97035559346447,-0.75322440924881,-0.57334113653221,-0.62750112300076,-0.786416472270378,-0.250748407612371,-0.310564930725974,1.00355089720283,0.600498292776193,1.09843034507803,0.599421075691512,-1.46931472121754,-1.28719977573399,-1.44431560508498,0.633452200081375,0.940413921612174,0,0,0,0,0,0,0,1,0,0,0,"MA",85,61,0.85,0.15,0,0
"119",229,74551,-0.934733104521292,-0.286788803611658,0.512451064091931,-0.691469111326764,-0.366017634396736,0.251234965829698,-0.606145104906952,0.263456751124934,0.369076169838707,-0.479075039422741,-0.0262489826206301,0.0119957978994188,-0.325121867672963,-1.08812599382198,-0.801419062105682,-0.457898834227868,-1.11399972887955,-0.898833245627929,-0.645988258611394,-1.14544900058989,-1.05837903082448,-0.460748434484372,-0.243589783942601,-0.437260411152761,-0.518562197347591,-0.050991199726218,-0.158230995612787,0.923048382784343,0.66204893626347,0.908410351284999,0.63449621166557,-1.19814314000076,-1.15498005128133,-1.14892775721566,0.531116159347884,0.727350897496905,0,0,0,0,0,0,0,1,0,0,0,"MA",96,61,0.96,0,0.04,0
"120",230,74553,-1.04260822868761,0.0693456524926723,0.311305025804371,-1.07925481009987,-0.328043443675857,0.0178625598329752,-0.619929650399137,0.824428066260719,0.438795621100803,-0.397974540523371,0.232534771295758,0.209566823332502,-0.637776364229194,-1.26011473470795,-0.723963401462289,-0.763331309102349,-1.33351991190777,-0.900363256524572,-0.925357097416644,-1.33822342996773,-0.94815499200734,-0.225012798825421,0.456310885706145,0.130570528157878,-0.371757450516019,0.738670175116495,0.358136240316197,1.34177119513071,1.32025110133928,1.3409353508667,0.824640369839242,-1.24985213331511,-1.28850029761412,-1.25113975888017,1.03070676467551,1.2484693225238,0,0,0,0,0,0,0,0,0,1,0,"MA",100,77,1,0,0,0
"121",232,74558,-1.43292580494885,-1.04122700291847,-1.2439350235427,-1.69079607066186,-1.46957795863459,-1.67270310970389,-1.36476047063115,-1.02001233137344,-1.24532437456094,-1.77535350541748,-1.40537703702351,-1.81070832394173,-2.00250183095039,-1.23240543756425,-1.60947000827448,-1.89382813169,-1.09119243713551,-1.50624757161843,-1.8123831402122,-0.944740849945534,-1.23802988748448,-1.53349890388072,-1.62687935887923,-1.51733011358084,-1.39513477853823,-1.44815605060768,-1.36259328260888,0.932491826647251,0.941108607040831,0.848124036389394,0.820948250263536,-0.495862858711779,-0.499517023829673,-0.26416156607224,0.673407923005264,0.727389105316007,1,0,0,0,0,0,0,0,0,0,0,"cl",65,999,0.08,0.65,0.15,0.12
"122",233,74560,-0.794618923762169,-0.802212125493841,-0.415987969437233,-0.849111890105514,-0.939403891670458,-0.219517208013338,-0.805178134013521,-0.844105757944823,-0.336376841003464,-0.697115724983232,-0.720546858977963,-0.0162286343018298,-0.466615143484433,0.165480828637412,0.523700753766564,-0.524340314149456,0.213812287295836,0.565004679796378,-0.498689030334163,0.0920147910012505,0.421471312421968,-0.722706699885631,-0.666741179945501,-0.205589634733488,-0.723775300273319,-0.809031386495345,-0.448895338589637,0.336793002674485,0.235075858508938,0.320540607397218,0.124983710149023,0.454139576593382,0.489313112160042,0.386369163581146,0.45140919354443,0.323199476870544,0,1,0,0,0,0,0,0,0,0,0,"cl",60,42,0.6,0.13,0.07,0.2
"123",235,74564,0.0813202854350541,-0.297343313886644,0.146917510243654,0.12777778343015,-0.395358696545898,0.970001650859764,0.0162463245625101,-0.19924637716112,0.917425041758306,-0.331498721755506,-0.894121328070163,0.976082982152384,-0.181346442249583,-0.231048768406541,0.39495688539828,-0.217916175398094,-0.146828013394503,0.29036772383625,0.218019433375937,-0.0320081719460979,0.469284298891883,0.113476418817735,-0.144394919240421,0.0822449290886998,0.0555877101143477,-0.164302998703119,-0.0416050338136936,-0.338809702139728,-0.668466890357218,-0.166973866806222,-0.585749308270118,-0.195229176652948,-0.0833500222732504,-0.158194734334423,-0.404852293734239,-0.237183747663697,0,0,0,0,0,0,0,0,0,0,1,"cl",50,999,0.27,0.15,0.08,0.5
"124",237,75942,-1.45534031601927,-0.849751223703903,-1.04186205871899,-1.19342480796294,-1.0365602948633,-1.05976798374313,-1.27686862698591,-0.927102993323304,-1.02629094936575,-1.67519660513988,-1.09294299266264,-1.3850074893387,-0.6457638878641,-0.81198851539892,-0.960517175858745,-0.330635303029899,-0.679710881935742,-0.678730249487035,0.202760405585388,-0.492171396856209,-0.514845645540154,-1.31154714418695,-1.63489593890156,-1.56189992498439,-1.37274933982091,-1.48675384067076,-1.48424435286482,1.11372150184177,0.66511858902412,0.813704501724966,1.04739825093792,-0.681654474223714,-0.682312599165911,-0.750216144516961,0.249476594135306,0.657728036679245,1,0,0,0,0,0,0,0,0,0,0,"KU",80,999,0,0.8,0.2,0
"125",238,75944,-1.44393568599513,-0.897882525019157,-1.02501921834185,-1.19141506882692,-1.10540034864551,-1.15501376201948,-1.20963117515976,-0.936276757984068,-0.958407738730338,-1.15048080898986,-1.02140927206892,-1.04504102022887,-0.702817628110912,-0.750199967747223,-0.814278496111326,-0.397407337579129,-0.591332626430708,-0.655452226558417,0.0854514158014302,-0.547039927262774,-0.695316335178171,-0.979081486456986,-1.36858817405898,-1.24780803809229,-1.09658998168021,-1.24206926162956,-1.1629288326692,1.06104759769044,0.580739379118218,0.72781794561484,0.402508031627132,-0.57382719359239,-0.545613299349532,-0.75912216521791,-0.0123694753720945,0.474384473500406,1,0,0,0,0,0,0,0,0,0,0,"cl",65,999,0,0.65,0.35,0
"126",239,75948,-1.02539651667974,-0.722955636038424,-0.377752197862161,-0.522338048376189,-0.41811043440643,-0.327748538875511,-0.722272043791744,-0.834459062290699,-0.357854591130673,-0.127639544195543,-0.163004624933793,-0.174115683630003,0.335560444395964,0.738458133921709,0.421124338318578,0.545995566417915,0.737667269521748,0.591725227241271,0.821734894854298,0.798504800830469,1.14525827451664,0.0396745872611975,-0.347453345903222,0.16587106664154,-0.210851030852863,-0.664950748937437,-0.150771642777342,0.685047995852492,0.333066940135403,0.230193258184427,-0.0134707739602029,0.752568611649651,0.658669961404042,0.602553834625771,-0.539726292803276,-0.308421363387866,0,0,0,0,0,1,0,0,0,0,0,"cl",65,48,0,0.35,0.65,0
"127",240,75950,-0.425483566647869,-0.807631073535483,-0.375175399828063,0.236698588994953,-0.908454876548529,-0.251816596168126,-0.190738106277957,-0.918035545527205,-0.320909946609166,0.822521492076909,-0.667948535012092,-0.070979788504454,1.5359711392049,0.763300952050153,1.03299415174085,1.5581538327231,0.989972934431177,1.16121714029391,2.08760778068779,1.13271335108376,1.34032014967247,0.793733813090085,0.00788279183135504,0.286466459350998,0.382791529304222,-0.447045095254206,-0.1417139007496,-0.122914833704731,-1.44598232751948,-0.456972067128654,-1.92352730138173,0.151301247533422,0.523126681036834,0.362324100596723,-1.46703564331603,-0.991468413343563,1,0,0,0,0,0,0,0,0,0,0,"cl",65,999,0,0.05,0.65,0.3
"128",241,75954,-1.65910217297553,-0.777720638185149,-1.04846802106372,-1.41405475042461,-0.9906176951832,-1.03603321496967,-1.46683232616477,-0.888407564585903,-1.11172502962445,-1.49438237808871,-0.983538478813253,-1.24112654922973,-0.513399210489631,-0.639999774513146,-0.837156326379013,-0.15081358622005,-0.530513181782439,-0.528898468102747,-0.211919893140082,-0.699115981947404,-0.676220677137952,-1.28733210233681,-1.61294262286763,-1.53733645100315,-1.32610527714615,-1.53817305971733,-1.46464291776414,1.42285440342345,1.0683084324009,1.06583913815319,0.924327598397317,-0.53494523737946,-0.579426868225884,-0.798637570765132,0.233833378307842,0.53977965434409,0,0,0,0,0,0,0,0,0,0,1,"KU",100,999,0,1,0,0
"129",242,75956,-0.912619764945723,-0.76351754767484,-0.304688363475748,-0.456131931975203,-0.837408469786648,-0.321611083954097,-0.752194962719121,-0.87781996634706,-0.294734067607412,0.0487429616046545,-0.451243440270276,0.0678080209819601,0.538671759677339,0.728903203872586,0.963463491124272,0.441540304447481,0.802287929460784,1.06154785902242,0.907108036712467,0.751859581539532,0.980816873895471,0.101885985397533,-0.0691450550046658,0.269104108846895,-0.217410507042586,-0.51947842248855,-0.131616329560941,0.513393811536495,-0.266241841999303,0.23320644439461,-0.595594960473836,0.633517673554632,0.782942052146654,0.496117217622688,-0.282379991651954,-0.162187407526739,0,0,1,0,0,0,0,0,0,0,0,"KS",80,43,0,0,0.8,0.2
"130",244,75960,1.07501714431571,-0.214233210136064,0.389640229713854,0.926041249459473,-0.44587986973225,0.7444878974678,0.421467904926959,-0.453121467988471,0.73294511796015,0.434302710466432,-0.682676065722237,0.242247744834831,0.847903031820073,0.361993889982948,1.26760405820721,0.789614326139973,0.510069504001562,1.4002266996582,1.22896075535734,0.662598483831515,1.60569078140953,0.206035203717121,-0.00980092766407928,0.701879541939402,0.0449255202755617,-0.335623770751191,0.22441531352309,-1.49796226159293,-1.99077352715002,-0.831965815956687,-1.40170773461209,0.00880088223722164,0.275305011706813,0.207790810353259,-0.396693736275581,-0.3819154043155,0,0,0,1,0,0,0,0,0,0,0,"cl",65,44,0,0.15,0.65,0.2
