"","X","aproovitykk_id","B02_kevad1","B02_kevad2","B02_sygis","B03_kevad1","B03_kevad2","B03_sygis","B04_kevad1","B04_kevad2","B04_sygis","B05_kevad1","B05_kevad2","B05_sygis","B06_kevad1","B06_kevad2","B06_sygis","B07_kevad1","B07_kevad2","B07_sygis","B08_kevad1","B08_kevad2","B08_sygis","B11_kevad1","B11_kevad2","B11_sygis","B12_kevad1","B12_kevad2","B12_sygis","B02_vahe_kevad","B03_vahe_kevad","B04_vahe_kevad","B05_vahe_kevad","B06_vahe_kevad","B07_vahe_kevad","B08_vahe_kevad","B11_vahe_kevad","B12_vahe_kevad","X21","X42","X43","X44","X45","X48","X51","X61","X64","X77","X999","cl","weight","muld","ARV_VMA","ARV_VKU","ARV_VKS","ARV_VXX"
"345",581,109073,-0.375517706198579,-0.526085223883682,0.155430980140965,-0.40317310975643,-0.920994929010622,-0.278483641060781,-0.440918043578075,-0.44123537996861,0.00458363234186261,-0.51585832580722,-1.16868457917503,-0.487131003191103,-0.172598202076488,-0.867407109684364,-0.581612457576553,-0.179902393350336,-0.772603080598049,-0.447097528374953,-0.108618101420372,-0.56452548912175,-0.448195891644853,-0.498674152893137,-0.693405410747568,-0.638835815328552,-0.39804191750968,-0.558293778299075,-0.471185351013277,0.0412708257186794,-0.448607766944721,0.191113399915716,-0.650976754116926,-1.00072702211558,-0.861206608863076,-0.67827207376444,-0.00139864114947371,0.0714269665321049,0,0,0,1,0,0,0,0,0,0,0,"cl",60,44,0.6,0.05,0.33,0.02
"346",583,109092,0.425237426326652,-0.27372989439082,-0.682931106286702,0.348475893992064,0.00285808243861147,-0.553730724411594,0.274342738336349,-0.578506998260677,-0.654405374733629,0.219452864203861,-0.0409765133301985,-0.112785902371992,0.177635691389875,1.30665797418251,1.2453991053,0.193227669028879,1.70127534567201,1.45088098898773,0.235680856395382,1.95934716110522,1.38135022414153,0.436099894531279,0.801575022522887,0.677006615380036,0.421674988212331,0.225076403778044,0.303251219579038,-0.744122264514012,-0.547857237279814,-0.75198306499956,-0.352653492359472,1.55089133323422,1.98508667692089,2.42961288865477,0.262920889588282,-0.419256585071827,0,0,0,0,0,0,1,0,0,0,0,"cl",63,51,0,0.07,0.3,0.63
"347",586,109107,0.0205197191151627,-0.382421569772672,-0.343856356035255,-0.000248179648518371,0.111595360623192,-0.489468757543969,-0.288066717700744,-0.434217940210226,-0.464768467292889,-0.0134784047627132,0.219911173544557,-0.154379802462698,0.230581562340432,1.00408518929061,0.679135424110843,0.294774050286806,0.928678337871358,0.722213299432222,-0.056756761987813,0.915375268974542,0.681836536095322,0.00183156720149762,0.632886318342849,0.658502959516008,-0.0439793666527507,0.26044251465834,0.455585154690793,-0.332046561881391,0.132024666606243,0.0165517185043745,0.275991400815634,1.14218986359814,1.00085171823982,1.2242001427161,0.845170054394734,0.309993697081205,0,1,0,0,0,0,0,0,0,0,0,"KX1",93,42,0,0.07,0,0.93
"348",587,109119,-0.107442497135285,0.0552919001072627,0.0239535425425395,-0.117999165552808,0.346630668132202,-0.0666926597283192,-0.299094354093507,-0.305324418954522,-0.350428567217772,-0.159193399504779,0.203079709875022,0.0907271087876249,0.173071392170376,0.930193730243142,0.943426698602973,0.0869213011507402,0.919175299644915,0.968162551077415,-0.171913544355828,0.805246575593093,0.940454068869724,-0.123582130777072,0.437235973382887,0.6116655806117,-0.105105085801567,0.161592060227953,0.437663515266084,0.176888571737669,0.595521760615063,0.125176977611119,0.458628249185351,1.07949771976627,1.08015465242534,1.14207108906801,0.816308884487123,0.308662331170521,0,0,0,0,0,1,0,0,0,0,0,"KX1",83,48,0,0.17,0,0.83
"349",589,109139,-0.345511736670693,-0.361949961454244,-0.027769724443018,-0.634291949902191,-0.99663701940782,-0.790485339186423,-0.693332355137975,-0.492928426901929,-0.646039040579298,-0.939885415129085,-1.07190366307671,-1.116981490284,-0.713315516316387,-1.35853051421446,-1.31901128086303,-0.834136110095225,-1.30881201251883,-1.22319555572861,-1.07119710140204,-1.33724905365815,-1.42877853936108,-0.991182862315556,-1.41968714223189,-1.13808637698383,-0.844794968085768,-1.01911657209773,-0.895258416962929,0.135905811060389,-0.172241288303669,0.449616763361981,0.0510182479721347,-1.33390931081839,-1.22749137120518,-1.17197333685539,-0.0583556619396154,0.30708106956645,0,0,0,0,0,0,1,0,0,0,0,"cl",62,51,0.62,0.35,0.03,0
"350",590,109140,-0.116370093618733,0.172635229832004,0.431992648775748,-0.369352231619,-0.534264395980592,-0.323740527201624,-0.566514536621731,0.0674766322079366,-0.236088667145287,-0.738862539170982,-0.564855820037749,-0.708469971532248,-0.298877147157747,-1.22922046088162,-1.02279571380826,-0.348617474709754,-1.22898649141767,-1.07975703416256,-0.616630855213259,-1.3263422043487,-1.24805785380901,-1.01926055589537,-1.03142685233029,-1.13114750603874,-0.906607493069963,-0.680167752875458,-0.843733703620568,0.282020592467173,-0.0459392919056364,0.716358094062755,0.365094553254762,-1.38954658424471,-1.34263090830247,-1.40053942349251,0.514496316427176,0.717358326935761,0,0,0,0,0,0,1,0,0,0,0,"MA",87,51,0.87,0.13,0,0
"351",591,109143,1.11861408647503,2.70443461767597,0.59176007346907,0.873826446489042,1.75036970277971,-0.00716578515866145,0.792641648801775,2.77202006292869,0.498475471382205,1.03418049903768,3.05390886886689,0.564897569826257,0.951740839069306,-0.577892729192865,0.0976946202281339,0.994492083635668,-0.775453992065956,0.418812138615942,0.115220801155118,-0.0627568146237995,-0.327472913350166,1.02994311369241,2.62396800837363,1.2580214094919,1.36809342627136,3.48020392127158,1.87184271024373,0.789269478437044,0.682403132357082,1.12496412803397,2.13681966722335,-1.22880777557049,-1.37806290440695,-0.143392425944512,1.60091069584098,1.21875214245865,0,0,0,0,0,0,0,0,0,0,1,"cl",55,999,0.05,0.55,0,0.4
"352",593,109177,0.0175438536207899,-0.100672878226713,0.453831361504851,-0.201783520908064,-0.4856258724945,-0.44955869391032,-0.490699536419978,-0.560854071163259,-0.696237045493305,-0.556186989193458,-0.421788378848351,-0.870091983314174,-0.0227370443589193,-0.378831686500422,-0.710565665566103,0.130157846295895,-0.406973684839676,-0.569421899566237,-0.301275521917582,-0.639297319577318,-0.838787818508535,-0.790661334018836,-1.13233850103338,-1.22886993856674,-0.663649929597938,-0.877697527942672,-1.12958385244705,-0.102389864738236,-0.253632481848603,0.160889304817221,0.278822025824132,-0.464797378232384,-0.551971406317617,-0.672892273987949,-0.0463643900298333,0.168923870936225,1,0,0,0,0,0,0,0,0,0,0,"KU",89,999,0,0.89,0.03,0.08
"353",596,109191,1.53151542379401,0.676459869887077,2.10897590510357,1.38049535218241,0.837042727740657,1.72587799500806,1.0083697857366,-0.0388439239057826,1.14100993424415,1.01796039925817,0.764829809838701,1.38667419590891,0.516991338382598,0.87859710797718,0.958080472237921,0.548640003428804,0.762375168910292,0.864504312825404,0.324700079607307,0.855509625038187,0.807328356968715,0.589240314917222,0.715478656522669,0.963119394169738,0.530533712763662,0.329614308795563,0.586861163478538,-1.34668425913442,-1.1963723318597,-1.21477802160966,-0.518675802636351,0.833338860896689,0.687570447623779,0.942377429220612,-0.137602189135192,-0.483944972144301,0,0,0,0,0,1,0,0,0,0,0,"KS",97,48,0,0.03,0.97,0
"354",597,109435,-1.27365484975669,-0.274061640135866,-0.132464928289729,-0.980135015834279,-0.612314002356057,-0.284383064365049,-1.16412746499567,-0.373204786869894,-0.350617306119994,-0.895213664915947,-0.543816490451136,-0.500076043525311,0.00388803442241753,-0.611971979701868,-0.295714343387623,0.0779302153098073,-0.680661185758432,-0.372837356638711,-0.301657151262372,-0.906501375666958,-0.632377494229325,-0.974686313548064,-0.968877825210288,-0.735422189123805,-1.07011587817286,-0.838150169283838,-0.690409469236638,1.35134682549226,0.82814997997797,1.09217256572247,0.606805314843748,-0.772245423750982,-0.862073623449619,-1.02119143499723,0.515383762146171,0.813617743988656,0,0,0,0,0,0,0,0,0,0,1,"cl",45,999,0.45,0.15,0.25,0.15
"355",600,109452,-0.0919613183901291,-0.44544403090557,-0.405464446249472,0.455340851634856,-0.634029478326656,-0.339831971144453,0.335886648504695,-0.545218996356447,-0.0930738617646193,1.23555791269535,-0.333423194584975,-0.237779816421348,2.11259427397423,0.939111664955698,0.348902168259703,2.10224674792272,0.941982591388108,0.734344100113011,1.90762971105577,0.684319652842138,0.557330149230568,1.07174510457331,-0.0508242952271718,0.291994541937872,0.734369997473066,-0.38666752910861,-0.0312698786912929,-0.243840382580755,-1.46813856036441,-0.799661312012888,-2.10567186714187,0.0687271961943424,0.226896697289799,-0.126367617935657,-2.06329298549413,-1.46040106227679,0,0,1,0,0,0,0,0,0,0,0,"cl",78,43,0.17,0.05,0.78,0
"356",603,109479,-0.514182569525529,-0.150923848157494,0.125758068040767,-0.274495472437071,-0.341600802534321,0.171994645780075,-0.6878289535477,-0.746352076485452,-0.12254556079852,-0.51763101430736,-0.293448468369753,0.37976227166554,0.3081746490769,0.8996179540858,1.29003330356701,0.318573983393792,1.10876091226041,1.19728168285934,0.341728036519547,1.20781659119081,1.57236442164791,-0.562431523140993,0.0330811462546203,0.452319365606844,-0.644844048086842,-0.389089489363842,0.126595059531557,0.513236687723175,0.031269716091457,0.255071216852403,0.375432488068127,0.969826552551415,1.20951322874255,1.39278164943819,1.09137100393055,0.599043935516256,0,0,1,0,0,0,0,0,0,0,0,"cl",50,43,0,0.07,0.5,0.43
"357",606,110897,0.337449394247307,0.399432106075788,0.730264916491847,0.647382242825533,1.25810030534792,0.798590716537695,0.2984656929452,-0.239276051495904,0.0324653000237076,0.706853567418852,0.475539028022316,0.712407365505176,1.71511988358297,2.19590346409707,1.77843012128115,2.09464399151368,2.37337772422947,1.96725966662587,1.6486242716353,2.82060486690922,1.98291400515459,0.764140947825573,1.37333268300992,1.29954771119663,0.537401771094741,0.756709331076202,0.894483013448637,-0.0958964193006075,0.459943220748314,-0.528601229737422,-0.425142106705635,1.85990267389933,1.97147454791151,2.79823834045812,0.418861580234641,-0.0936685122926596,1,0,0,0,0,0,0,0,0,0,0,"cl",75,999,0,0.2,0.05,0.75
"358",609,110917,-0.302565953360318,-0.927503274940667,-1.00138310929355,-0.751945090944991,-1.47596651201484,-1.53179792046778,-0.657306712255749,-0.788378689859284,-1.03579851734769,-0.727694601618631,-1.15185311550616,-1.77590526468516,-1.68870625959061,-1.44707286600415,-2.37266246372633,-1.62707054811565,-1.43045090181605,-2.28393025311614,-1.75844100115784,-1.59589278119056,-2.09582105687387,-0.889013993576006,-1.4650581304451,-1.72452518132088,-0.529465480713964,-0.835878485955992,-1.199296286832,-0.370692072772636,-0.551526570991622,0.187984638294488,-0.33714659013915,-0.931380852787087,-1.02882942893419,-1.14224300141561,-0.309385782766463,0.00755763075354685,0,0,0,0,0,0,1,0,0,0,0,"cl",50,51,0.5,0.45,0.05,0
"359",610,110919,-0.403211684651046,-0.614110762401663,-0.299128783011566,-0.785010180067845,-1.3840045307041,-0.979473281038052,-0.849069197072692,-0.495911300783916,-0.631175287152509,-1.10660676860161,-1.24232223272822,-1.40962428735219,-0.815784033801121,-1.5808418866931,-1.61470349885939,-0.728623073320444,-1.46513699134206,-1.50204004165321,-0.842968734263868,-1.5592783374517,-1.44738953512604,-1.23463964212538,-1.59034633528405,-1.4577509449268,-1.12374577925296,-1.26849265564803,-1.20027247814424,0.0048300725756294,-0.3907497540575,0.630566287626062,0.0831396882851272,-1.55970524828988,-1.46378174653332,-1.58345736579015,0.166039057868568,0.490197592063002,0,0,0,0,0,0,0,0,0,0,1,"MA",80,999,0.8,0.2,0,0
"360",611,110921,-0.419368699630358,-0.737237414365311,-0.466112853188984,-0.695851367421791,-1.29872150354378,-0.94818728924406,-0.76447203116679,-0.534456721253922,-0.687548764424095,-0.940417221679146,-1.23811436681054,-1.28059831155923,-0.847734128340244,-1.52924526442725,-1.43332566804794,-0.749448014789588,-1.46513699134204,-1.41084046356033,-0.984059737216203,-1.50683257505661,-1.40888732200597,-1.06879882690243,-1.40824987063049,-1.37359123149892,-0.985218772690676,-1.08551974057958,-1.13625944506587,-0.0739965438616462,-0.431188118927341,0.50246530111703,-0.14269495912536,-1.47793288676965,-1.45467809337408,-1.43969550372615,0.101468445979244,0.454718434441657,0,0,0,0,0,0,0,1,0,0,0,"cl",78,61,0.78,0.17,0.05,0
"361",612,110931,1.52911143423839,-0.274185814916109,0.183496683970371,1.65520822462252,-0.0240200175186513,0.305309103786049,1.1890051917156,-0.47172174269088,0.0176657235936223,1.80370457710865,0.112610592652439,0.397588228846799,1.62269282438147,1.23977346383796,1.45466396450906,1.75549494473676,1.22517313053278,1.55595995164365,1.84522779897034,1.47901145167429,1.71162537927551,1.52090279831315,0.571737168736966,0.826709268388687,1.27205879901524,0.146301531583001,0.492864818816985,-2.106215013642,-2.64658537315069,-1.74847564088053,-2.37273518315402,0.705268912339724,0.722973543242282,0.943445326940734,-2.06470332394065,-1.76432931655617,0,0,0,0,0,0,1,0,0,0,0,"cl",65,51,0,0,0.35,0.65
"362",614,111109,0.666282531356573,0.241432773097481,-0.028919130378522,0.221667139941045,0.33165669287151,0.106476429937113,0.720962012247694,-0.290184906535401,-0.0670887172768878,-0.0868677086839168,0.272509497511032,0.514984889716003,-1.33679878974223,1.14804613536548,1.19609962399887,-1.30458145451299,1.03653782174013,1.24134599668417,-1.24620510618508,0.933193256484932,1.10458272596534,0.462773703429796,0.979437919712918,1.34614507054602,0.492415989025207,0.460012760920183,0.914827164955852,-0.628269932247935,0.0405659970858752,-1.0632830580321,0.439429227388994,2.14927261400357,1.83122048828977,1.88274363722991,0.451745434644068,-0.304672963733379,0,0,0,0,0,1,0,0,0,0,0,"KS",100,48,0,0,1,0
"363",616,111129,-0.611107732028555,-1.13111828942568,-1.32659842879918,-1.06227149482523,-1.66171784730164,-1.83897006177205,-0.668175559617861,-1.05478386406016,-1.26514776781806,-0.895213664916541,-1.21917897018358,-1.45864566960243,-1.43310550328096,-0.647643718552484,-1.52311741363949,-1.53980412672243,-0.681136337669853,-1.42286197774894,-2.26159245861478,-1.51698689285669,-2.06130093879791,-0.994224612454766,-1.51262191279484,-1.46883922554848,-0.647338291061167,-1.11126341030929,-1.10919798760257,-0.153394309060975,-0.279746595552483,0.00306064784254961,-0.183308274464305,-0.0599440197268792,-0.155456735390402,-0.770587770509685,-0.17730095541895,-0.0745050048699861,0,1,0,0,0,0,0,0,0,0,0,"cl",40,42,0.35,0.4,0.07,0.18
"365",619,111165,0.242648014061792,0.338234626754905,-0.860936588981202,0.0522373884157363,0.181093692266899,-0.831696029278683,0.108024634784082,-0.162253331890371,-0.794386016667212,-0.150684494702082,0.0684280005206806,-0.773831814531884,-0.767858891992693,0.772218886762858,0.258886130215796,-0.816881158592151,1.16387853397321,0.439926288990763,-0.547437042657326,0.633295551731547,-0.0865570950913654,0.0129565167321024,0.223350503505471,-0.274283419281976,0.305419969435013,0.100246133881447,-0.321329238838873,-0.0280358884546219,0.130978213451043,-0.247461386489807,0.289283031290009,1.37648371314925,1.77292820758572,1.1183759891233,0.275350677304164,-0.362542675968934,0,0,0,0,0,0,1,0,0,0,0,"KX1",80,51,0,0.12,0.08,0.8
"369",624,111255,-1.19140150339699,-0.507483929423971,-0.269144970386776,-1.19530746447665,-0.860914448987495,-2.92804128974284,-0.716421468836552,0.341295485798664,-0.191468218333804,-0.743648798122735,-0.272409138783613,-0.528724903282401,-0.672008608377625,-1.46554573076599,-1.08141080834943,-0.573923508124473,-1.41833452807754,-0.965771222358253,-0.91399294126229,-1.42416370598874,-1.21728859915636,-0.716372436428908,-0.545036521768827,-0.927607291538125,-0.694556192088967,-0.0979708464509575,-0.604031776309919,1.06265604619748,0.875279339453266,1.09587351924641,0.713876782553716,-1.4903590789617,-1.47447492643445,-1.36929782682702,0.602800109806765,0.946376307217768,0,1,0,0,0,0,0,0,0,0,0,"cl",73,42,0.73,0.27,0,0
"371",626,111259,-0.964491759464249,0.0535816727137667,-0.02202269477992,-1.15851028138119,-0.354158306745279,-0.509762010239176,-0.616483514025981,0.820616132911794,0.207327042902403,-0.618674258836647,0.0621162016444956,-0.265792034849626,-0.876260998463477,-1.19800768938746,-1.31063769592858,-0.998355648534435,-1.2223343646592,-1.30543364142652,-1.20756697525953,-1.29246540477521,-1.46772696297222,-0.349022612125172,0.404746128718,-0.297904752931565,-0.428418931749373,0.707945120683473,-0.0159779826785455,1.23276354903753,1.41481578840547,1.33405338048067,0.931711837549861,-1.04602249687908,-1.05050479359883,-1.0407264806839,1.19242339492778,1.30435474268036,0,0,0,0,0,0,0,0,0,1,0,"MA",100,77,1,0,0,0
"373",628,111265,-0.406516979302847,0.356330233256934,0.397510470784338,-0.357463910926392,0.0653581163464819,0.298585888782905,0.0486208059188609,1.20548925840808,0.433218065000402,-0.00975575891208565,0.491318525212019,0.242247744833153,-0.192757190297433,-0.925692182984668,-0.578995712284637,-0.188166259012614,-0.97644325055291,-0.661681556637916,-0.464161760136602,-1.13638893817072,-0.716022387288418,-0.158913228529345,0.402021859253888,-0.162596769430066,-0.221518674518399,0.687800388399881,0.00866427152986469,0.787281211357111,0.642539006573564,0.837444871275861,0.588344716962758,-1.06345925043845,-1.10556021984638,-1.23422767173154,0.834865413720306,0.976177787688531,0,0,0,1,0,0,0,0,0,0,0,"MA",100,44,1,0,0,0
"374",629,111267,-1.13188419351302,-0.79990976067582,-0.269144970386345,-1.12737420337775,-0.921712203351849,-0.347415988677716,-0.802574878155848,-0.181585455204218,-0.241666223244272,-0.823419780644944,-0.537504691574778,-0.629738660645198,-0.778128565237458,-1.14545557411664,-0.864220949112602,-0.859522705409463,-1.07693787979626,-0.958121167874282,-0.925357097417003,-1.13526298177325,-0.896353588605194,-0.841552153627786,-0.614374868387052,-0.84954499336347,-0.845653475378374,-0.446266592919214,-0.698120383290607,0.754686486283963,0.69610681912069,0.809154213495143,0.514502325438486,-1.03159208014023,-0.934324838997612,-0.986426995070775,0.742863629467857,0.845601167197512,0,0,0,0,0,0,0,0,1,0,0,"MA",80,64,0.8,0.04,0.16,0
"375",631,112445,0.279975805088905,-0.437957598261698,-0.490920369022075,0.147082264808012,-0.652913685272743,-0.668397626110424,-0.237617025997189,-0.77236293735077,-0.802968873373782,0.0700152236110529,-0.457555239145931,-0.463150846505829,0.294481751417249,0.525064696156005,0.305838017168583,0.417740371339902,0.704881787641093,0.4940231028377,0.3337680696738,0.276805255040962,0.142826397949108,-0.259041412789519,-0.650586587594177,-0.32054584078352,-0.260423616910074,-0.750342731625589,-0.497413745191801,-0.696653267400602,-1.00280171827114,-0.293729618789206,-0.632516156235896,0.505648147452805,0.67485423368732,0.182754329601741,-0.390084095980468,-0.314401136997546,0,0,1,0,0,0,0,0,0,0,0,"cl",62,43,0,0.08,0.3,0.62
"376",633,112449,-0.330820510727308,-0.709618005780526,-0.929279739398114,-0.51981784858325,-1.03339310982848,-1.16160364668967,-0.692839955846324,-0.857844591881964,-1.05960195591788,-0.751625896374813,-0.979330612895073,-1.04376773757218,-0.447216871801602,-0.780775743904701,-0.84523085470803,-0.276424344284852,-0.690639375895909,-0.767252308510463,-0.469482580977146,-0.822147861875793,-1.0848003706475,-0.989446492194218,-1.42577211917026,-1.33212450201989,-0.924786211370696,-1.28571737746639,-1.23788654498776,-0.161075589144908,-0.396675055900527,0.178222899470056,-0.102081643787766,-0.746992194458107,-0.719305221526786,-0.821534332517275,-0.0697468587856852,0.176629244411897,0,0,0,0,0,0,0,0,0,0,1,"cl",78,999,0,0.78,0.2,0.02
"377",635,112457,0.626065626609683,1.51413529940141,1.63584748957946,0.916060762944089,1.47112414749534,1.55363729202517,0.364046984405042,1.85823968880503,1.53946378989467,0.890326827221295,1.58957152963558,1.35637006869972,1.20277729615897,-0.389660607223203,0.114292261793734,1.04050528764313,-0.564724119397097,-0.212186212484576,0.813343175252383,-0.635467185876081,-0.290131492197921,-0.248069721757607,0.434941832035029,0.345003924866214,-0.234252430325696,0.793048072858377,0.614343017333481,0.44215366173893,0.286212213104048,0.95089472472142,0.623419852936816,-1.12418725421427,-1.14183033005147,-1.26323327047451,1.04497742501666,1.09391742109831,0,0,0,0,0,0,0,0,0,1,0,"MA",100,77,1,0,0,0
"378",636,112463,0.537452778400607,0.956790394352575,1.47381410584906,0.59812826044355,0.738799047363351,1.23911390358096,0.131976389020215,1.10390731091429,1.04657830347445,0.354531727942485,0.764829809838593,0.690443239691521,0.801118964816022,-0.570567282821778,0.0519389596930128,0.776722695705928,-0.691589679718546,-0.166613745061104,0.518909536634969,-0.757761007778577,-0.299675794687277,-0.443582404039338,-0.0143853727850514,0.0536868059898653,-0.411922832235747,0.2306368293304,0.225757008975333,0.104428906934141,-0.0746862969022861,0.664022904870367,0.402508031627128,-1.14022105059075,-1.18084598644737,-1.26547402307022,0.806479430568967,0.832060814950049,0,0,0,0,0,0,0,0,1,0,0,"MA",100,64,1,0,0,0
"379",637,112469,-0.998953316708786,-0.365094298340763,-0.25729885624797,-0.978384119679177,-0.796026887968436,-0.443045257312055,-1.05031900405498,-0.523491266181682,-0.392573316007589,-1.03348336795629,-0.754209786318437,-0.711440964396962,-0.391684564627929,-1.03366289254111,-0.728150193929194,-0.142880275184217,-0.918712293328105,-0.646600020656418,-0.0807333957440581,-0.838352242436147,-0.609572410096585,-1.27766431933623,-1.57377156627878,-1.13190489474776,-1.24770665325668,-1.31020361244318,-0.985451776661006,0.939462274642066,0.608682190658967,0.846789724846473,0.55265422772611,-1.09452473091784,-1.05512887139388,-1.05030646185899,0.268356859666066,0.636382499839822,0,0,0,0,0,1,0,0,0,0,0,"cl",75,48,0.75,0.2,0.05,0
"380",643,112487,-0.129867296637017,0.00659543859351687,0.00485474121789148,0.0193998341270009,0.455402945238988,0.695786463265741,-0.287200030118122,-0.097184471688788,0.580779057867848,0.0496293058547829,0.859506792978338,0.755380655139361,-0.563606501907011,-0.174356183447356,-0.282705381078785,-0.688956518142025,-0.373713051047772,-0.457425101927839,-0.520114381789213,-0.376168846128924,-0.375492417789953,-0.613994731273285,-0.326959075559782,-0.240084214451146,-0.531581202739348,-0.264597562203039,-0.191741205685428,0.165492981646711,0.506482477422343,0.265654602169987,0.936634663651527,0.0775457842013099,-0.153433701354926,-0.212819395889416,0.704615255883525,0.546485564639307,0,0,0,0,0,0,0,0,0,0,1,"cl",47,57,0.23,0.13,0.17,0.47
"381",644,112491,-0.757123833237677,-0.541469188376046,-0.917402891865803,-0.776711505016893,-0.812659432802184,-1.15537130015192,-0.725589239205929,-0.56638615081308,-0.870499060573683,-0.911167861420765,-0.80680811028458,-1.37100138012466,-1.34410166849442,-0.903715843871549,-1.35706623382392,-1.2363549796064,-0.790896429183891,-1.25805794687511,-1.01302625663184,-0.619899717386043,-1.20342482784301,-0.874307654726657,-0.887627749942234,-1.12736514786019,-0.794363797216156,-0.73148507565533,-0.989530103992333,0.499676816706523,0.270052172947709,0.433039229462054,0.321281400950575,-0.429122181294799,-0.421630213469095,-0.267434833178705,0.437460936355002,0.501443976641063,0,0,0,1,0,0,0,0,0,0,0,"cl",60,44,0.6,0.35,0.05,0
"382",645,112497,1.37836268529856,0.131694337873996,0.287271300913313,1.4259008270294,-0.20082549724586,0.502927699378022,1.65841289867662,0.176138998052987,0.549902661318175,1.99072321391213,0.623866301607837,0.769386764353728,1.22559879225826,0.0798049558620785,1.35328377548178,1.20446038238137,0.152280114779784,1.49989598092872,1.65543523648983,0.71618854519582,1.71531989716907,2.31543667811016,0.76847400753744,0.862428610218649,2.121563480941,0.476532924014963,0.420687025820153,-1.59470360651913,-2.49241136081915,-1.81975333026938,-2.03429088866864,-0.545367205024173,-0.341286861779716,0.0498989206753875,-3.28001115397139,-2.72450892193908,0,0,1,0,0,0,0,0,0,0,0,"KS",100,43,0,0,1,0
"384",650,112511,-0.531063255165168,-0.464605624465625,-0.542056674285753,-0.483262431191841,-0.503079394590026,-0.451511748864844,-0.460222069537388,-0.0370570600691647,-0.267919822890948,-0.140048363699231,0.0410768720578273,-0.356407317190671,-0.204548296614986,-0.815173492081864,-0.758504439315906,-0.25791328520134,-0.885451659535692,-0.906865802834812,-0.242117460264512,-0.925740794259747,-0.90212868091111,-0.318953312066222,-0.36947337134401,-0.634965547361309,-0.398072543213027,-0.210898064936249,-0.522101718223256,0.282461848550809,0.171031113666318,0.51376932185182,0.242516183324786,-0.918152970776812,-0.964381344665608,-1.07808574254618,0.0983662808646425,0.39727139260694,0,0,0,1,0,0,0,0,0,0,0,"cl",70,44,0.7,0,0.3,0
"385",651,112513,-0.543577259637639,0.0297913298912986,0.056321455253171,-0.4695086308107,-0.195705503228399,0.0369438807254617,-0.455761652406767,0.329237355356802,0.313210583489812,-0.395315507772799,-0.0178332507851406,-0.0964454416223225,-0.0569692885084851,-0.920277722623599,-0.548118117839357,0.192963225327618,-0.922988660529953,-0.640643906808567,-0.219205466896092,-1.00268251573878,-0.781673551578963,-0.463339174919487,-0.351846189259387,-0.286702181683261,-0.537977471726483,-0.138520197720472,-0.119100771508707,0.694446146313646,0.511837257130206,0.780360982520187,0.528040097218031,-1.12819570330842,-1.20714542890686,-1.19067526772049,0.390787885927338,0.674286344015016,0,0,0,1,0,0,0,0,0,0,0,"MA",99,44,0.99,0,0.01,0
"386",652,112773,0.0800370289989787,0.1763076372673,0.426245619111361,-0.165552448322208,-0.0789452687426494,-0.0964560970150006,0.0413839195362151,-0.527282106247427,0.103584499419774,-0.00603311306065645,0.203079709875093,0.0622055772964181,-0.44676044187932,0.793239732870989,0.186245280908838,-0.497763722181002,0.817967942534531,0.215014687174277,-0.488594695869038,0.90522500420078,0.361446803474487,0.147367612243667,0.0999334308705798,0.133924315783986,0.0954422174731434,-0.207293235564813,-0.0704149624320072,0.0426804594394972,0.168755550103465,-0.439983090541928,0.245962161595779,1.23374284090771,1.21263448125411,1.44161343915695,-0.140346063614706,-0.33707780667695,0,0,0,0,0,1,0,0,0,0,0,"KS",100,48,0,0,1,0
"387",653,112777,-0.500256742369757,-0.250318269091063,-0.587530413842044,-0.847149501346268,-0.764490400569871,-1.4642213286671,-0.64922180956777,-0.837565398991146,-0.97734587299242,-0.705890533061228,-0.829951372829664,-1.21235036120531,-0.491490574233547,-0.159705290705012,-0.726894156187997,-0.4398505516204,0.0505976057581415,-0.439982977704779,-1.0098306581693,0.176643942272587,-1.10145598733907,-0.631788384527928,-0.504411011474512,-0.705679069024684,-0.646308082311819,-0.626460170380983,-0.832532678977976,0.41633540963896,0.438290565915763,0.141973059879378,0.0091742261080997,0.057984552622026,0.253831950446065,0.769756688836108,0.499810544474742,0.378618741821413,0,0,1,0,0,0,0,0,0,0,0,"cl",50,43,0,0.41,0.5,0.09
"388",654,112779,0.960893215281734,0.755704251546635,1.08140700095181,0.674555547265251,1.5118030525805,0.804564322648996,0.758180285073414,-0.00825954237012151,0.538633875313128,0.592781062411325,1.26766978695979,0.654027355734649,0.412240671289602,1.90925556262053,0.95305632127779,0.237654210830659,1.72930930843999,0.882864443586291,-0.278736612211069,1.84914706103189,0.574572577472753,0.579764093335058,1.33872817258775,1.40651324780014,0.589942417329987,0.761633087853781,0.999506911237849,-0.579210327185379,0.716214340922528,-0.897830835100947,0.659971836740696,2.18566933177774,1.99976812391982,2.5606425089788,0.715697192443818,-0.167591177268728,1,0,0,0,0,0,0,0,0,0,0,"KX1",80,999,0.15,0.05,0,0.8
