MA,KU,KS,MUU,ID,KP
0.02528450306735829,0.082712960470745,0.3245937971135196,0.5674087393483769,114693,2017-05-05
0.06458646417761799,0.06959457506994753,0.5912905298930333,0.27452843085940104,114693,2018-09-19
0.03961149330079993,0.12265535805529325,0.6126919491520639,0.2250411994918427,114693,2015-08-24
0.361070574072901,0.13384310881312214,0.4392185450305853,0.0658677720833916,114693,2018-05-10
0.03520975926249165,0.07257977216379294,0.32804398441503474,0.5641664841586806,114693,2016-05-10
0.047698061842631596,0.41398446751353485,0.48234766824947994,0.05596980239435364,114693,2018-06-09
0.08311688311688312,0.07542844795578853,0.2953223273306639,0.5461323415966647,114693,2018-05-27
0.010144435364439904,0.13497197144749692,0.6699864945420255,0.18489709864603748,114693,2015-08-04
0.006643356643356643,0.04793809128309586,0.7657338539441177,0.1796846981294298,114693,2018-08-23
0.06927630005209734,0.264031836810236,0.2871727072778922,0.3795191558597744,114693,2017-08-30
0.16668393313690102,0.17046306071542025,0.36947310894714575,0.293379897200533,114693,2017-09-24
0.04189275927411784,0.05351567271655527,0.30430591909539506,0.6002856489139315,114693,2017-05-02
0.01663636363636364,0.059069665386696946,0.6206578452214692,0.30363612575547017,114693,2018-05-30
0.08161796823000908,0.27553468233760214,0.3511853941396925,0.2916619552926965,79878,2017-05-05
0.14388935512943055,0.201610522491485,0.35462456719925456,0.2998755551798298,79878,2018-09-19
0.007212121212121213,0.05193151886239795,0.5693728571799371,0.37148350274554354,79878,2015-08-24
0.26393840271126345,0.5249164423987737,0.1927683920767626,0.01837676281320022,79878,2018-05-10
0.03896920360751625,0.21493512272304569,0.49187872269108984,0.25421695097834796,79878,2018-08-23
0.22489590021400524,0.24094938975749056,0.4530509582537373,0.08110375177476672,79878,2018-05-27
0.08620463010461567,0.2551496165179283,0.3159598622637035,0.34268589111375264,79878,2015-08-04
0.1413342742457203,0.2633120978393803,0.34880776246918055,0.24654586544571894,79878,2018-06-09
0.02943103616890527,0.09483908533257222,0.3579949524208944,0.517734926077628,79878,2017-08-30
0.19814232984535549,0.22602225838293832,0.43982442306965147,0.13601098870205472,79878,2017-09-24
0.1132441472977453,0.2558865367356895,0.37693931045296125,0.2539300055136038,79878,2017-05-02
0.2869306072386453,0.2172003505444316,0.1710022412994693,0.32486680091745374,79878,2018-05-30
0.08799860737644824,0.1165152106301139,0.35899409954735045,0.4364920824460874,79878,2015-09-30
0.02528450306735829,0.09183197704788133,0.3305768514268665,0.5523066684578936,114695,2017-05-05
0.6284290731597412,0.16647030349379183,0.17205891706572193,0.03304170628074473,114695,2018-09-19
0.016643356643356647,0.16840254089113818,0.31444124888028696,0.5005128535852182,114695,2015-08-24
0.1935268035319999,0.15293748049320482,0.43421079614100805,0.2193249198337872,114695,2018-05-10
0.04158840328883207,0.15006306367286165,0.6302791090913051,0.17806942394700118,114695,2016-05-10
0.22294222009127254,0.08025435726138748,0.6621889970154048,0.034614425631935064,114695,2018-06-09
0.06316796619880348,0.32741330136055186,0.33590960418394,0.2735091282567048,114695,2018-05-27
0.30773849379388535,0.12890105685786227,0.42652511772410695,0.1368353316241451,114695,2015-08-04
0.6568116708155773,0.23988429857053295,0.08209267630588357,0.021211354308006157,114695,2018-08-23
0.06328351714269458,0.5789240057296439,0.1707463094784423,0.18704616764921944,114695,2017-08-30
0.12880077508302928,0.1950603252680825,0.33158134225595576,0.3445575573929325,114695,2017-09-24
0.04239780977916835,0.05556941550704657,0.3059452781714463,0.5960874965423385,114695,2017-05-02
0.3294090151969675,0.22758226121602362,0.19814953407017347,0.24485918951683536,114695,2018-05-30
0.006363636363636363,0.06826646655400138,0.5084572051491344,0.416912691933228,114697,2017-05-05
0.02330578512396694,0.18214475296618882,0.33911393153914055,0.45543553037070394,114697,2018-09-19
0.0013636363636363637,0.022635910435158904,0.6290045767799387,0.34699587642126584,114697,2015-08-24
0.3904433090069087,0.0765716073644424,0.23925486386599265,0.29373021976265623,114697,2018-05-10
0.030811211671191788,0.07363653267873038,0.3305234887076775,0.5650287669424003,114697,2016-05-10
0.06674037054105236,0.06359053789719464,0.3262237352196992,0.5434453563420538,114697,2018-06-09
0.02875522286185509,0.07204835542912184,0.31151321284958466,0.5876832088594383,114697,2018-05-27
0.007803411818799927,0.14411781850857877,0.6098348257686941,0.23824394390392725,114697,2015-08-04
0.022314051370558013,0.2792856827133185,0.5848248826419784,0.113575383274145,114697,2018-08-23
0.06509333789118234,0.26614296744761073,0.2895614323643179,0.37920226229688925,114697,2017-08-30
0.08601897789395431,0.12255811584942995,0.32113977317151854,0.4702831330850971,114697,2017-09-24
0.03819308733312554,0.051915533230901985,0.3062258655300741,0.6036655139058982,114697,2017-05-02
0.029227654148285306,0.17747547341703007,0.46964998539760877,0.3236468870370754,114697,2018-05-30
0.023466321249176463,0.07991992129623839,0.31074594762477864,0.5858678098298064,114699,2017-05-05
0.6163497382081274,0.2854958185784773,0.08099312993950528,0.01716131327389021,114699,2018-09-19
0.012256535757494573,0.06770987321889436,0.3787405787680323,0.5412930122555787,114699,2015-08-24
0.10468189324927124,0.14571900474229546,0.6963495720135561,0.05324952999487714,114699,2018-05-10
0.5088152233601986,0.21364399145462698,0.24460971387449187,0.03293107131068259,114699,2016-05-10
0.05503622520303646,0.4444716682402262,0.4746825584064074,0.02580954815032982,114699,2018-06-09
0.050207897716612215,0.3898877810654606,0.14806896633916738,0.4118353548787596,114699,2018-05-27
0.02095103204584651,0.1524275203733049,0.3023805185403591,0.5242409290404898,114699,2015-08-04
0.09472757686335034,0.16639076748557252,0.6574373414183688,0.08144431423270804,114699,2018-08-23
0.16680734523728605,0.30645604146128236,0.4048362737117074,0.12190033958972404,114699,2017-08-30
0.5694224101843154,0.2875292736352601,0.1125153263808974,0.03053298979952699,114699,2017-09-24
0.05191116025868852,0.08451697768532052,0.2201717476265704,0.6434001144294205,114699,2017-05-02
0.03994095817596478,0.15724295344079026,0.1539602481665851,0.6488558402166601,114699,2018-05-30
0.06498526255442366,0.24210551183837825,0.529365899375934,0.16354332623126414,114701,2017-05-05
0.06307131266246646,0.07471498988715619,0.5765021641998667,0.28571153325051074,114701,2018-09-19
0.013165626666585483,0.0761614597534009,0.37252977307778745,0.538143140502226,114701,2015-08-24
0.1267822814102814,0.2509364956874624,0.36272404675433373,0.2595571761479225,114701,2018-05-10
0.009929978163772122,0.1140410182650111,0.324663968174229,0.5513650353969878,114701,2016-05-10
0.048263612841920656,0.46373402727596624,0.3235498954697765,0.1644524644123364,114701,2018-06-09
0.08116883116883117,0.08092504349734822,0.27666234997704087,0.5612437753567797,114701,2018-05-27
0.020951032045846505,0.1615155657634814,0.2954084081027217,0.5221249940879507,114701,2015-08-04
0.020553484993029773,0.058594943572137535,0.6995203587323863,0.22133121270244657,114701,2018-08-23
0.09774303142606723,0.2584492650218577,0.2444974801484925,0.3993102234035828,114701,2017-08-30
0.21796693925784305,0.17834391208319234,0.4595005535884221,0.14418859507054238,114701,2017-09-24
0.18107902301321552,0.33184554227082746,0.22487883899810926,0.2621965957178478,114701,2017-05-02
0.03164079686721984,0.21306023746230757,0.5058972086668845,0.2494017570035885,114701,2018-05-30
0.2772795020032847,0.25305568655497224,0.4386205525617549,0.03104425887998807,71696,2017-05-05
0.08038266489902295,0.501934675383486,0.32066154599688385,0.097021113720607,71696,2018-09-19
0.12873815731981675,0.5830639093129638,0.19503442753183856,0.09316350583538083,71696,2018-05-10
0.29732139300074667,0.20449663976182292,0.21569135824481497,0.28249060899261547,71696,2018-06-09
0.059161143051448435,0.47189042616772303,0.37801550993225846,0.09093292084857012,71696,2018-08-23
0.07798292712808681,0.2910161590835352,0.3155878907249567,0.31541302306342156,71696,2015-08-04
0.019903137627112127,0.5419791055490402,0.3163541735097077,0.1217635833141401,71696,2017-08-30
0.3504271065016136,0.40592735735854046,0.12907642911915215,0.11456910702069384,71696,2017-09-24
0.08238908619304304,0.2588818646231559,0.29589567143750717,0.36283337774629393,71696,2016-04-27
0.44832807564230537,0.3533699062643665,0.08039292718423706,0.1179090909090909,71696,2017-05-02
