"","aproovitykk_id","kp","satel","B02","B03","B04","B05","B06","B07","B08","B11","B12","B2","B3","B4","B5","B6","B7","B9","muld","MA","KU","KS","MUU","21","31","37","42","43","44","45","48","51","53","57","61","63","64","77","999"
"862",70484,2018-09-19,"S2",943,736,480,673,1708,2045,2250,1284,539,NA,NA,NA,NA,NA,NA,NA,63,25,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"864",70484,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,25,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"866",70504,2015-09-30,"S2",878,674,421,639,1499,1791,1733,766,298,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"867",70504,2016-04-27,"S2",849,628,460,668,1108,1286,1327,830,431,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"868",70504,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"869",70504,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"871",70504,2017-05-05,"S2",874,669,520,735,1152,1347,1411,962,560,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"873",70504,2017-08-30,"S2",817,622,362,582,1752,2205,2108,848,321,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"874",70504,2017-05-02,"S2",817,610,460,655,1155,1324,1356,936,519,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"876",70504,2015-08-04,"S2",708,544,303,516,1627,1992,2131,771,291,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"877",70504,2018-05-30,"S2",733,583,325,603,1891,2256,2358,866,353,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"879",70504,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"881",70504,2018-09-19,"S2",906,681,419,606,1450,1781,1810,754,314,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"882",70504,2018-06-09,"S2",699,551,309,585,1793,2226,2294,843,346,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"884",70504,2018-08-23,"S2",816,628,398,554,1471,1839,1935,710,299,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"885",70504,2018-05-10,"S2",756,624,374,686,1471,1612,1735,892,406,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"887",70504,2017-09-24,"S2",897,675,438,660,1469,1814,1819,766,315,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"892",70506,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"894",70506,2018-05-30,"S2",735,564,340,560,1491,1817,1789,770,324,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"895",70506,2018-06-09,"S2",710,553,326,565,1594,1932,1857,775,330,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"897",70506,2018-08-23,"S2",810,614,385,546,1338,1746,1637,657,286,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"898",70506,2018-09-19,"S2",909,666,414,583,1357,1818,1684,675,278,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"899",70506,2015-08-04,"S2",721,551,302,513,1415,1806,1733,678,280,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"901",70506,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"902",70506,2015-09-30,"S2",868,634,376,551,1363,1570,1542,622,258,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"903",70506,2016-04-27,"S2",821,608,408,628,1165,1340,1331,708,370,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"904",70506,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"906",70506,2017-05-02,"S2",788,586,397,611,1154,1328,1367,818,410,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"907",70506,2017-05-05,"S2",846,656,478,686,1236,1434,1429,881,506,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"909",70506,2017-08-30,"S2",804,609,355,540,1565,1859,1718,701,283,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"910",70506,2017-09-24,"S2",884,645,398,565,1291,1704,1622,669,263,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"912",70506,2018-05-10,"S2",748,580,364,589,1240,1533,1496,802,369,NA,NA,NA,NA,NA,NA,NA,64,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"914",70537,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"916",70537,2015-08-04,"S2",736,653,337,784,3206,4254,4061,1732,649,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"917",70537,2016-04-27,"S2",920,741,734,1029,1403,1682,1682,2036,1213,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"918",70537,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"920",70537,2017-05-02,"S2",924,761,767,1114,1494,1661,1751,2395,1412,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"921",70537,2017-05-05,"S2",1111,951,954,1262,1662,1862,1909,2314,1413,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"923",70537,2017-08-30,"S2",844,701,395,796,2904,3809,3679,1745,664,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"924",70537,2017-09-24,"S2",893,691,439,781,1974,2441,2579,1650,663,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"926",70537,2018-05-10,"S2",813,774,490,1036,2346,2735,2665,1934,912,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"929",70537,2015-09-30,"S2",924,724,490,817,1631,1988,2123,1592,729,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"930",70537,2018-08-23,"S2",809,672,391,708,2590,3267,3243,1589,620,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"931",70537,2018-06-09,"S2",725,676,347,850,3405,4358,4208,1770,697,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"932",70537,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"933",70537,2018-09-19,"S2",912,732,451,789,2169,2823,2822,1618,631,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"934",70537,2018-05-30,"S2",765,696,368,836,3389,4334,4217,1834,717,NA,NA,NA,NA,NA,NA,NA,63,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"937",71285,2016-05-10,"S2",854,695,461,711,1404,1673,1623,926,492,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"939",71285,2015-08-04,"S2",734,581,324,554,1825,2339,2215,810,325,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"941",71285,2015-09-30,"S2",923,672,391,596,1418,1679,1708,676,278,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"942",71285,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"943",71285,2015-08-24,"S2",826,638,389,612,1796,2210,2090,801,329,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"945",71285,2017-08-30,"S2",845,650,375,572,1753,2231,2142,818,314,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"946",71285,2017-09-24,"S2",881,646,383,556,1443,1830,1889,676,255,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"948",71285,2018-05-10,"S2",790,649,426,696,1410,1666,1624,918,501,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"951",71285,2018-05-27,"S2",914,781,473,801,2273,2845,2671,1133,489,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"953",71285,2018-05-30,"S2",758,619,345,639,2026,2598,2441,917,396,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"954",71285,2018-06-09,"S2",751,612,346,630,2007,2662,2447,898,403,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"955",71285,2017-05-02,"S2",843,644,468,670,1135,1365,1439,915,515,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"956",71285,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"959",71285,2018-08-23,"S2",807,621,386,547,1600,2137,2007,818,325,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"960",71285,2018-09-19,"S2",887,656,388,547,1369,1864,1841,706,275,NA,NA,NA,NA,NA,NA,NA,44,0,70,20,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"962",71290,2015-09-30,"S2",908,693,443,647,1448,1730,1783,1024,466,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"963",71290,2015-08-04,"S2",727,584,312,640,2033,2522,2267,1049,430,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"965",71290,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"966",71290,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"967",71290,2017-05-05,"S2",983,808,716,1100,1455,1712,1676,1669,1057,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"968",71290,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"970",71290,2017-05-02,"S2",881,724,603,1017,1443,1623,1646,1737,1080,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"971",71290,2017-09-24,"S2",891,674,427,681,1509,1798,1791,991,462,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"973",71290,2018-05-10,"S2",824,674,535,906,1445,1655,1560,1614,956,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"976",71290,2018-05-27,"S2",879,789,502,931,2166,2486,2376,1551,754,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"978",71290,2018-05-30,"S2",776,666,394,793,2000,2441,2254,1318,616,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"979",71290,2018-06-09,"S2",739,642,347,776,2182,2702,2337,1217,546,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"981",71290,2018-08-23,"S2",837,664,415,630,1539,1981,1819,920,396,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"982",71290,2018-09-19,"S2",901,677,434,678,1529,1858,1654,915,410,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"984",71290,2017-08-30,"S2",829,657,387,638,1729,2109,2003,1123,477,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"985",71306,2015-08-24,"S2",834,642,414,601,1412,1738,1671,774,328,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"986",71306,2015-09-30,"S2",897,654,410,563,1221,1436,1462,669,283,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"987",71306,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"988",71306,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"990",71306,2017-05-02,"S2",796,612,426,649,1260,1472,1491,902,480,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"991",71306,2017-05-05,"S2",1012,825,661,888,1474,1742,1726,1146,688,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"993",71306,2017-08-30,"S2",813,612,372,533,1354,1668,1600,748,307,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"994",71306,2017-09-24,"S2",899,657,416,571,1327,1506,1512,672,278,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"996",71306,2015-08-04,"S2",730,569,334,564,1462,1742,1703,763,307,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"998",71306,2018-06-09,"S2",730,599,372,660,1568,1890,1825,919,421,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"999",71306,2018-05-27,"S2",900,749,507,824,1649,1984,1922,1096,560,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1001",71306,2018-09-19,"S2",901,670,435,593,1258,1662,1522,754,350,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1004",71306,2018-08-23,"S2",867,682,451,615,1390,1756,1620,844,384,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1005",71306,2018-05-10,"S2",768,600,427,648,1253,1529,1487,962,530,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1006",71306,2018-05-30,"S2",767,629,403,675,1580,1880,1827,970,443,NA,NA,NA,NA,NA,NA,NA,43,60,15,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1010",71543,2015-08-04,"S2",750,617,344,627,2516,3269,3253,1227,461,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1012",71543,2018-05-27,"S2",978,927,678,974,3134,3829,3536,1887,909,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1014",71543,2018-05-30,"S2",898,836,604,850,2856,3683,3479,1644,755,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1015",71543,2018-06-09,"S2",855,803,560,811,2788,3608,3457,1629,730,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1017",71543,2018-08-23,"S2",853,720,484,656,2086,2874,2902,1185,444,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1018",71543,2018-09-19,"S2",932,734,471,661,2032,2729,2744,1220,465,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1019",71543,2016-04-27,"S2",947,747,670,903,1274,1422,1413,1362,835,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1021",71543,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1022",71543,2015-09-30,"S2",948,746,475,827,1985,2271,2472,1249,563,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1023",71543,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1025",71543,2017-05-02,"S2",937,739,676,821,1151,1315,1423,1480,892,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1026",71543,2017-09-24,"S2",938,741,481,813,1980,2561,2612,1347,549,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1027",71543,2017-05-05,"S2",1095,918,873,1037,1356,1499,1647,1599,1065,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1029",71543,2017-08-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1031",71543,2018-05-10,"S2",915,854,660,929,1825,2170,2222,1564,804,NA,NA,NA,NA,NA,NA,NA,43,25,20,5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1034",71545,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1035",71545,2015-09-30,"S2",920,694,438,692,1616,1846,1804,1118,531,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1036",71545,2015-08-04,"S2",744,626,326,659,2569,3334,3191,1280,532,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1038",71545,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1040",71545,2017-05-02,"S2",909,730,683,983,1299,1498,1431,1779,1153,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1041",71545,2017-05-05,"S2",1058,899,869,1159,1535,1708,1654,1812,1205,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1043",71545,2017-08-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1044",71545,2017-09-24,"S2",912,698,422,692,1756,2120,2132,1143,484,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1046",71545,2018-05-10,"S2",818,727,479,946,1882,2136,1991,1509,809,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1049",71545,2018-05-27,"S2",833,752,384,879,2925,3680,3637,1668,689,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1050",71545,2016-04-27,"S2",907,684,601,804,1140,1299,1277,1335,814,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1051",71545,2018-06-09,"S2",741,655,338,763,2958,3870,3614,1453,619,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1054",71545,2018-05-30,"S2",760,672,345,769,3019,3618,3557,1504,644,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1055",71545,2018-08-23,"S2",810,652,387,625,1958,2677,2521,1238,499,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1056",71545,2018-09-19,"S2",914,696,427,682,1926,2314,2228,1240,508,NA,NA,NA,NA,NA,NA,NA,43,9,30,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1058",71609,2017-05-02,"S2",825,630,457,685,1170,1404,1414,925,506,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1062",71609,2016-04-27,"S2",848,645,457,699,1188,1396,1396,803,424,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1063",71609,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1065",71609,2017-08-30,"S2",811,626,356,549,1724,2053,1979,831,307,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1066",71609,2017-09-24,"S2",878,639,371,555,1331,1639,1750,740,310,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1068",71609,2018-05-10,"S2",757,608,381,624,1312,1485,1554,887,457,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1070",71609,2015-08-04,"S2",719,571,303,559,1783,2252,2196,874,348,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1071",71609,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1073",71609,2018-05-30,"S2",744,615,343,612,1778,2237,2284,925,427,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1074",71609,2018-06-09,"S2",722,605,323,610,1850,2379,2390,938,415,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1076",71609,2017-05-05,"S2",1082,888,754,966,1454,1640,1672,1188,796,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1077",71609,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
