"","aproovitykk_id","kp","satel","B02","B03","B04","B05","B06","B07","B08","B11","B12","B2","B3","B4","B5","B6","B7","B9","muld","MA","KU","KS","MUU","21","31","37","42","43","44","45","48","51","53","57","61","63","64","77","999"
"6613",83089,2018-08-23,"S2",827,647,403,625,1884,2646,2407,1071,403,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6614",83089,2018-09-19,"S2",959,743,471,738,2225,2877,2649,1226,466,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6615",83089,2015-08-04,"S2",750,598,336,642,2153,2704,2588,1106,418,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6616",83089,2017-09-24,"S2",931,734,456,792,2154,2685,2602,1245,489,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6620",83089,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6621",83089,2018-05-27,"S2",825,681,382,730,2640,3343,2999,1314,522,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6623",83089,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,20,5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6626",83091,2017-08-30,"S2",837,687,386,703,2349,3154,3044,1122,418,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6627",83091,2017-09-24,"S2",937,751,498,816,2038,2481,2611,1095,469,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6629",83091,2015-08-04,"S2",743,611,331,654,2505,3317,3169,1061,385,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6631",83091,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6632",83091,2015-09-30,"S2",949,777,515,848,2001,2494,2550,1180,465,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6633",83091,2016-04-27,"S2",878,709,509,865,1776,2033,2064,984,492,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6634",83091,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6636",83091,2017-05-02,"S2",844,691,487,843,1678,2024,2036,1089,541,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6637",83091,2017-05-05,"S2",963,802,641,941,1706,1961,1955,1151,679,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6640",83091,2018-05-30,"S2",742,617,329,685,2577,3321,3324,1130,428,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6641",83091,2018-06-09,"S2",807,695,399,775,2758,3544,3453,1208,530,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6644",83091,2018-08-23,"S2",804,639,384,620,2190,2937,2868,1092,380,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6645",83091,2018-09-19,"S2",940,741,468,738,1942,2531,2484,1186,463,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6647",83091,2018-05-27,"S2",824,701,380,776,2765,3558,3511,1255,498,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6648",83091,2018-05-10,"S2",776,708,384,886,2272,2701,2614,1102,505,NA,NA,NA,NA,NA,NA,NA,51,50,45,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6649",83107,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6650",83107,2015-08-04,"S2",724,578,310,526,1735,2238,2260,674,265,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6651",83107,2018-05-10,"S2",755,596,357,568,1444,1723,1764,691,326,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6652",83107,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6653",83107,2015-09-30,"S2",891,655,373,614,1711,2269,2197,705,272,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6654",83107,2016-04-27,"S2",834,640,422,674,1510,1802,1766,722,335,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6655",83107,2017-05-05,"S2",971,786,620,838,1477,1732,1735,942,589,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6657",83107,2017-08-30,"S2",830,640,356,600,1842,2368,2340,773,280,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6658",83107,2017-09-24,"S2",884,660,378,592,1727,2254,2330,695,277,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6663",83107,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6665",83107,2018-05-30,"S2",754,627,341,607,1821,2317,2393,721,295,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6667",83107,2017-05-02,"S2",800,616,406,691,1462,1786,1777,790,384,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6669",83107,2018-08-23,"S2",816,642,374,563,1548,2001,1984,613,248,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6670",83107,2018-09-19,"S2",899,679,387,595,1646,2197,2116,720,286,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6671",83107,2018-06-09,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6673",83117,2017-05-02,"S2",806,604,443,716,1294,1537,1572,949,486,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6675",83117,2015-08-04,"S2",709,549,301,548,1988,2679,2675,851,302,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6677",83117,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6678",83117,2015-09-30,"S2",891,686,460,738,1622,1978,1960,943,399,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6679",83117,2016-04-27,"S2",843,632,467,725,1321,1578,1580,875,440,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6680",83117,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6682",83117,2017-08-30,"S2",816,625,369,583,1888,2434,2407,949,372,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6683",83117,2017-09-24,"S2",892,679,451,690,1630,1988,2088,919,376,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6685",83117,2018-05-10,"S2",758,660,375,777,1764,2088,2094,1067,467,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6688",83117,2017-05-05,"S2",1085,892,789,1047,1580,1801,1812,1228,811,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6690",83117,2018-05-30,"S2",731,577,326,602,1861,2371,2386,928,376,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6691",83117,2018-06-09,"S2",783,634,399,691,1983,2519,2533,1009,429,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6693",83117,2018-08-23,"S2",833,655,416,607,1648,2154,2134,851,369,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6694",83117,2018-09-19,"S2",898,675,424,612,1659,2056,2049,904,363,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6696",83117,2018-05-27,"S2",912,753,483,758,2152,2694,2619,1198,548,NA,NA,NA,NA,NA,NA,NA,61,78,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6698",83127,2015-09-30,"S2",867,647,363,545,1538,1914,1877,601,245,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6699",83127,2016-04-27,"S2",821,632,416,657,1401,1637,1619,682,335,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6700",83127,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6701",83127,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6703",83127,2017-05-05,"S2",1078,889,732,963,1497,1747,1780,1069,702,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6705",83127,2017-08-30,"S2",808,623,367,584,1401,1867,1777,662,260,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6706",83127,2017-05-02,"S2",785,605,390,624,1284,1498,1542,730,382,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6708",83127,2015-08-04,"S2",714,556,307,522,1403,1751,1739,583,236,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6709",83127,2018-05-30,"S2",743,593,364,603,1485,1738,1759,749,366,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6711",83127,2018-05-27,"S2",881,744,491,767,1691,2025,1982,982,484,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6713",83127,2018-09-19,"S2",888,663,405,564,1280,1648,1600,620,273,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6714",83127,2018-06-09,"S2",793,651,436,705,1607,1929,1924,854,433,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6716",83127,2018-08-23,"S2",841,657,420,584,1276,1592,1571,629,304,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6717",83127,2018-05-10,"S2",759,593,400,588,1176,1397,1435,779,402,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6719",83127,2017-09-24,"S2",882,645,391,553,1352,1684,1741,600,255,NA,NA,NA,NA,NA,NA,NA,51,0,0,35,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6724",83131,2018-05-27,"S2",976,837,610,886,1752,2028,1958,1285,627,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6726",83131,2018-05-30,"S2",801,671,441,721,1502,1769,1764,1056,515,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6727",83131,2018-06-09,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6729",83131,2018-08-23,"S2",845,678,442,632,1392,1653,1605,798,369,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6730",83131,2018-09-19,"S2",909,700,453,642,1387,1628,1574,841,372,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6731",83131,2015-08-04,"S2",739,600,352,622,1511,1808,1762,793,336,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6733",83131,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6734",83131,2015-09-30,"S2",909,676,435,629,1317,1559,1519,737,326,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6735",83131,2016-04-27,"S2",837,650,449,727,1338,1487,1509,828,412,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6736",83131,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6738",83131,2017-05-02,"S2",814,652,443,761,1406,1601,1613,953,456,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6739",83131,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6741",83131,2017-08-30,"S2",845,652,399,621,1432,1721,1665,825,350,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6742",83131,2017-09-24,"S2",901,670,430,632,1336,1548,1573,729,332,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6744",83131,2018-05-10,"S2",779,631,427,694,1324,1509,1526,976,492,NA,NA,NA,NA,NA,NA,NA,48,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6746",83133,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6748",83133,2015-08-04,"S2",721,556,316,543,1309,1573,1550,684,279,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6749",83133,2016-04-27,"S2",827,640,431,680,1283,1429,1494,786,395,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6750",83133,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6752",83133,2017-05-02,"S2",804,622,410,656,1329,1517,1544,846,414,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6753",83133,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6755",83133,2017-08-30,"S2",833,637,382,571,1391,1682,1644,786,340,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6756",83133,2017-09-24,"S2",894,659,426,570,1218,1435,1551,655,298,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6758",83133,2018-05-10,"S2",757,581,379,569,1169,1379,1403,826,399,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6761",83133,2015-09-30,"S2",904,672,424,578,1273,1484,1549,689,287,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6762",83133,2018-08-23,"S2",831,644,409,579,1267,1521,1492,668,317,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6763",83133,2018-06-09,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6764",83133,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6765",83133,2018-09-19,"S2",891,669,421,566,1272,1496,1492,718,305,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6766",83133,2018-05-30,"S2",785,627,404,639,1424,1636,1639,895,421,NA,NA,NA,NA,NA,NA,NA,42,35,40,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6769",83135,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6771",83135,2015-08-04,"S2",715,584,316,633,2117,2672,2598,1047,395,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6773",83135,2015-09-30,"S2",898,689,467,776,1448,1686,1621,1014,446,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6774",83135,2016-04-27,"S2",848,624,491,750,1146,1317,1312,936,518,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6775",83135,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6777",83135,2017-08-30,"S2",822,661,389,727,1959,2320,2175,1164,436,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6778",83135,2017-09-24,"S2",895,693,480,776,1448,1842,1754,1069,484,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6780",83135,2018-05-10,"S2",775,652,432,786,1372,1585,1593,1082,547,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6783",83135,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6785",83135,2018-05-30,"S2",751,657,344,729,2280,2703,2629,1093,445,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6786",83135,2018-06-09,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6787",83135,2017-05-02,"S2",836,635,508,764,1240,1369,1432,1098,603,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6788",83135,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6791",83135,2018-08-23,"S2",827,672,407,667,1844,2366,2265,990,399,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6792",83135,2018-09-19,"S2",901,706,457,747,1745,2132,2086,1100,431,NA,NA,NA,NA,NA,NA,NA,45,0,0,15,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6794",83137,2015-09-30,"S2",911,733,461,744,1612,1990,1979,860,341,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6795",83137,2015-08-04,"S2",718,567,302,512,1666,2153,2271,787,288,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6797",83137,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6798",83137,2016-04-27,"S2",871,650,488,691,1155,1299,1278,882,499,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6799",83137,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6800",83137,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6802",83137,2017-05-02,"S2",834,635,468,679,1201,1362,1370,924,509,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6803",83137,2017-09-24,"S2",886,678,424,634,1384,1649,1782,786,326,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6805",83137,2018-05-10,"S2",784,614,430,607,1143,1340,1311,843,466,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6808",83137,2018-05-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6810",83137,2018-05-30,"S2",754,609,339,571,1718,2222,2287,848,349,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6811",83137,2018-06-09,"S2",703,566,305,550,1845,2271,2363,848,336,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6813",83137,2018-08-23,"S2",831,655,392,546,1428,1836,1937,646,270,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6814",83137,2018-09-19,"S2",883,669,407,565,1389,1875,1908,727,266,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6816",83137,2017-08-30,"S2",820,635,361,552,1730,2306,2175,894,327,NA,NA,NA,NA,NA,NA,NA,51,0,12,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6817",83139,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6818",83139,2015-09-30,"S2",877,635,374,527,1159,1348,1373,512,202,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6819",83139,2016-04-27,"S2",813,610,396,649,1194,1422,1392,647,318,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6820",83139,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6822",83139,2017-05-02,"S2",785,591,379,651,1298,1495,1466,705,341,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6823",83139,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
