"","aproovitykk_id","kp","satel","B2","B3","B4","B5","B6","B7","muld","MA","KU","KS","MUU","21","37","42","43","44","45","48","51","53","61","64","77","999"
"1873",74178,2015-06-12,"LC08",8295,7544,6438,16630,9312,6864,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1875",74178,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1880",74178,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1883",74178,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1886",74178,2018-05-10,"LC08",8048,7346,6459,12048,8620,6773,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1888",74178,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1889",74178,2018-05-26,"LC08",8076,7265,6262,15444,8900,6605,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1891",74178,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1894",74178,2018-08-23,"LC08",8087,7246,6478,14618,8603,6450,42,5,35,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1897",74185,2015-06-12,"LC08",8289,7551,6465,19043,9403,6692,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1899",74185,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1904",74185,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1907",74185,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1910",74185,2018-05-10,"LC08",8119,7628,6646,14912,9906,7138,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1912",74185,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1913",74185,2018-05-26,"LC08",8079,7289,6278,18902,9514,6663,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1915",74185,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1918",74185,2018-08-23,"LC08",8059,7191,6398,16672,8954,6466,43,0,0,97,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"1921",74189,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1923",74189,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1928",74189,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1931",74189,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1934",74189,2018-05-10,"LC08",8133,7607,6631,12929,9055,6977,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1936",74189,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1937",74189,2018-05-26,"LC08",8084,7287,6211,20069,9413,6526,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1939",74189,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1942",74189,2018-08-23,"LC08",8064,7201,6398,16380,8852,6436,43,0,4,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0
"1945",74193,2015-06-12,"LC08",8331,7745,6560,14611,8316,6395,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1947",74193,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1952",74193,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1955",74193,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1958",74193,2018-05-10,"LC08",8050,7208,6494,10929,7919,6409,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1960",74193,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1961",74193,2018-05-26,"LC08",8130,7439,6417,13296,8004,6257,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1963",74193,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1966",74193,2018-08-23,"LC08",8108,7235,6403,12312,7395,5906,48,0,70,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"1969",74205,2015-06-12,"LC08",8379,7605,6713,12650,8621,6746,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1971",74205,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1976",74205,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1979",74205,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1982",74205,2018-05-10,"LC08",8125,7376,6727,11199,8878,6940,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1984",74205,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1985",74205,2018-05-26,"LC08",8290,7553,6842,12074,8968,6973,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1987",74205,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1990",74205,2018-08-23,"LC08",8239,7365,6677,11363,8049,6465,61,93,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1993",74290,2015-06-12,"LC08",8058,7294,6399,12596,7786,6190,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1995",74290,2015-08-08,"LC08",8394,7467,6569,12849,7657,6093,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2000",74290,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2003",74290,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2006",74290,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2008",74290,2018-05-12,"LC08",8219,7360,6681,11455,8619,6944,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2009",74290,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2011",74290,2018-05-28,"LC08",8330,7484,6844,12363,9291,7173,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014",74290,2018-08-23,"LC08",7911,7017,6465,10432,7748,6285,43,57,38,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2017",74298,2015-06-12,"LC08",8117,7627,6398,17864,9923,7069,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2019",74298,2015-08-08,"LC08",8393,7545,6548,17483,9903,6836,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2024",74298,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2027",74298,2017-06-17,"LC08",8595,8036,6835,18711,10657,7500,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2030",74298,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2032",74298,2018-05-12,"LC08",8264,7752,6592,14992,9871,7458,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2033",74298,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2035",74298,2018-05-28,"LC08",8301,7731,6524,18287,10586,7354,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2038",74298,2018-08-23,"LC08",7881,7120,6313,14590,8908,6591,43,0,10,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
"2041",74314,2015-06-12,"LC08",8107,7741,6463,19367,9407,6656,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2043",74314,2015-08-08,"LC08",8341,7586,6577,17205,9004,6364,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2048",74314,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2051",74314,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2054",74314,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2056",74314,2018-05-12,"LC08",8272,7891,6760,15768,10116,7360,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2057",74314,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2059",74314,2018-05-28,"LC08",8301,7793,6529,20168,10343,7262,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2062",74314,2018-08-23,"LC08",7876,7124,6341,15850,8595,6419,51,0,25,13,62,0,0,0,0,0,0,0,1,0,0,0,0,0
"2065",74536,2015-06-12,"LC08",8373,7624,6751,13485,8870,6786,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2067",74536,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2072",74536,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2075",74536,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2078",74536,2018-05-10,"LC08",8112,7304,6629,11814,8566,6739,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2080",74536,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2081",74536,2018-05-26,"LC08",8250,7419,6666,12541,8659,6702,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2083",74536,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2086",74536,2018-08-23,"LC08",8090,7265,6475,11858,7672,6160,48,53,35,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2089",74545,2015-06-12,"LC08",8435,7801,6960,13010,9398,7203,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2091",74545,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2096",74545,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2099",74545,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2102",74545,2018-05-10,"LC08",8132,7330,6684,11434,8804,6796,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2104",74545,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2105",74545,2018-05-26,"LC08",8265,7475,6746,12281,9084,6940,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2107",74545,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2110",74545,2018-08-23,"LC08",8094,7287,6529,11512,8073,6342,61,85,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2113",74551,2015-06-12,"LC08",8403,7805,6902,13734,9699,7208,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2115",74551,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2120",74551,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2123",74551,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2126",74551,2018-05-10,"LC08",8163,7405,6763,11583,9134,7061,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2128",74551,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2129",74551,2018-05-26,"LC08",8269,7493,6739,12621,9376,7003,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2131",74551,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2134",74551,2018-08-23,"LC08",8117,7298,6563,11557,8241,6452,61,96,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2137",74558,2015-06-12,"LC08",8137,7327,6333,14152,8035,6203,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2139",74558,2015-08-08,"LC08",8483,7474,6564,14250,8184,6241,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2144",74558,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2147",74558,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2150",74558,2018-05-10,"LC08",7995,7101,6435,10476,7633,6374,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2152",74558,2018-05-12,"LC08",8229,7306,6447,11841,7502,6112,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2153",74558,2018-05-26,"LC08",8039,7153,6231,13152,7675,6081,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2155",74558,2018-05-28,"LC08",8319,7463,6438,13691,7574,6044,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2158",74558,2018-08-23,"LC08",7887,7022,6284,12711,7530,5962,21,8,65,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"2161",74560,2015-06-12,"LC08",8177,7468,6408,16457,8977,6575,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2163",74560,2015-08-08,"LC08",8509,7605,6631,15703,8660,6448,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2168",74560,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2171",74560,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2174",74560,2018-05-10,"LC08",8071,7353,6553,12585,8545,6829,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2176",74560,2018-05-12,"LC08",8398,7680,6723,14028,9134,6839,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2177",74560,2018-05-26,"LC08",8083,7307,6331,15561,8698,6384,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2179",74560,2018-05-28,"LC08",8390,7662,6529,17746,9110,6670,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2182",74560,2018-08-23,"LC08",7937,7169,6342,13918,8077,6214,42,60,13,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0
"2185",74564,2015-06-12,"LC08",8246,7548,6597,15481,9081,6786,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2187",74564,2015-08-08,"LC08",8523,7625,6662,14572,8757,6533,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2192",74564,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2195",74564,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2198",74564,2018-05-10,"LC08",8108,7417,6676,12648,8993,7047,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2200",74564,2018-05-12,"LC08",8990,8581,8351,15314,13834,9822,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2201",74564,2018-05-26,"LC08",8109,7315,6422,14466,8673,6535,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2203",74564,2018-05-28,"LC08",8690,8307,7367,18256,12729,8763,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2206",74564,2018-08-23,"LC08",7964,7239,6463,13123,8101,6345,999,27,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"2209",75942,2015-06-12,"LC08",8105,7412,6366,14874,7946,6206,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2211",75942,2015-08-08,"LC08",8425,7484,6543,13610,7809,6030,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2216",75942,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2219",75942,2017-06-17,"LC08",8435,7629,6571,15104,7966,6221,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2222",75942,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2224",75942,2018-05-12,"LC08",8201,7460,6504,13700,8600,6610,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2225",75942,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2227",75942,2018-05-28,"LC08",8275,7489,6430,16137,8462,6479,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2230",75942,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,21,0,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2233",75944,2015-06-12,"LC08",8122,7420,6380,14545,8135,6292,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2235",75944,2015-08-08,"LC08",8446,7500,6549,13715,7793,6080,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2240",75944,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2243",75944,2017-06-17,"LC08",8404,7620,6563,15009,8164,6325,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2246",75944,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2248",75944,2018-05-12,"LC08",8168,7442,6493,13613,8623,6618,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2249",75944,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2251",75944,2018-05-28,"LC08",8235,7401,6362,15831,8518,6398,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2254",75944,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,21,0,65,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2257",75950,2015-06-12,"LC08",8113,7364,6315,18925,9593,6741,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2259",75950,2015-08-08,"LC08",8445,7491,6577,16797,9187,6471,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2264",75950,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2267",75950,2017-06-17,"LC08",8382,7603,6524,19280,9591,6794,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2270",75950,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2272",75950,2018-05-12,"LC08",8285,7810,6763,16387,10999,7673,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2273",75950,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2275",75950,2018-05-28,"LC08",8256,7501,6396,20664,10339,7068,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2278",75950,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,21,0,5,65,30,1,0,0,0,0,0,0,0,0,0,0,0,0
"2281",75954,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2283",75954,2015-08-08,"LC08",8427,7532,6556,13445,7061,5779,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2288",75954,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2291",75954,2017-06-17,"LC08",8444,7686,6599,15124,7932,6193,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2294",75954,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2296",75954,2018-05-12,"LC08",8172,7400,6470,12967,8205,6363,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2297",75954,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2299",75954,2018-05-28,"LC08",8272,7494,6406,14815,7814,6117,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2302",75954,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,53,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2305",75956,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2307",75956,2015-08-08,"LC08",8408,7433,6575,16092,8884,6411,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2312",75956,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2315",75956,2017-06-17,"LC08",8435,7643,6570,18144,9354,6736,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2318",75956,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2320",75956,2018-05-12,"LC08",8237,7710,6613,15029,10103,7195,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2321",75956,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2323",75956,2018-05-28,"LC08",8290,7553,6422,18957,10065,6950,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2326",75956,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,43,0,0,80,20,0,0,0,1,0,0,0,0,0,0,0,0,0
"2329",75960,2015-06-12,"LC08",8122,7378,6342,18238,9326,6630,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2331",75960,2015-08-08,"LC08",8464,7717,6832,17682,10496,6991,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2336",75960,2016-06-14,"LC08",8262,7530,6517,18450,10047,7218,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2339",75960,2017-06-17,"LC08",8653,7831,6812,18359,9606,6933,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2342",75960,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2344",75960,2018-05-12,"LC08",8305,7726,6875,15198,10570,7625,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2345",75960,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2347",75960,2018-05-28,"LC08",8344,7588,6600,18563,10594,7265,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2350",75960,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,44,0,15,65,20,0,0,0,0,1,0,0,0,0,0,0,0,0
"2353",75971,2015-06-12,"LC08",8204,7386,6534,12705,8025,6345,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2355",75971,2015-08-08,"LC08",8444,7540,6610,12575,7731,6111,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2360",75971,2016-06-14,"LC08",8243,7400,6540,12660,7945,6347,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2363",75971,2017-06-17,"LC08",8628,7753,6843,13466,8482,6621,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2366",75971,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2368",75971,2018-05-12,"LC08",8349,7545,6803,12235,9003,7151,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2369",75971,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2371",75971,2018-05-28,"LC08",8452,7686,6985,12984,9340,7041,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2374",75971,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,44,80,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2377",76150,2015-06-12,"LC08",8698,8377,7717,14326,10733,8714,53,60,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
