MA,KU,KS,MUU,ID,KP
0.030909090909090907,0.059659593294830754,0.45149653922379557,0.4579347765722829,114693,2017-05-05
0.07235068449978961,0.08511081603659401,0.3876554539377237,0.45488304552589276,114693,2017-08-30
0.0726514480990349,0.0835034125346499,0.4486048901374748,0.3952402492288405,114693,2016-05-10
0.01590208317584373,0.5286857751130448,0.3446075597189081,0.11080458199220339,114693,2018-06-09
0.012337662337662338,0.10107144367982243,0.17640161440035576,0.7101892795821596,114693,2018-05-27
0.008051948051948053,0.08971687773878632,0.11870077825590221,0.7835303959533635,114693,2018-05-30
0.020288870728879808,0.12097482288426906,0.610835041503154,0.24790126488369746,114693,2015-08-04
0.047789774472022394,0.18185051441978925,0.2460299917213733,0.5243297193868149,114693,2015-08-24
0.05971190992401915,0.057347130684518244,0.8442982887532827,0.038642670638180006,114693,2018-05-10
0.24267879168827028,0.11605181106480963,0.29428178315104975,0.3469876140958704,114693,2018-08-23
0.03781818181818182,0.10440542243889091,0.3603337849983429,0.4974426107445844,114693,2018-09-19
0.19800362136179575,0.0750872025147198,0.22017354451697135,0.5067356316065129,114693,2017-05-02
0.09937074297135083,0.2257752138797905,0.5059936743286702,0.16886036882018846,114693,2017-09-24
0.08299962378968705,0.18957271175151538,0.5276045062424092,0.19982315821638874,79878,2017-05-05
0.019610389610389613,0.0989716755286383,0.28690871834728165,0.5945092165136904,79878,2017-08-30
0.1265906843307979,0.20297403397878896,0.6233770624258553,0.04705821926455786,79878,2018-06-09
0.3181482718437311,0.1253799364582851,0.48108464089994396,0.07538715079803965,79878,2018-05-27
0.2616821274465832,0.11633163072702754,0.07957529434123396,0.5424109474851552,79878,2018-05-30
0.014696969696969696,0.14061435016524385,0.4248571083481234,0.4198315717896631,79878,2015-08-04
0.030909090909090914,0.1052057451719911,0.3378336859083564,0.5260514780105615,79878,2015-09-30
0.010505050505050503,0.07196499581616636,0.4401466367308689,0.477383316947914,79878,2015-08-24
0.634180039093549,0.16714949856511804,0.1781250077958786,0.020545454545454544,79878,2018-05-10
0.04077551326564264,0.24478047545957493,0.44636760437900447,0.26807640689577794,79878,2018-08-23
0.03187799292189874,0.18544439005310184,0.11867572614089171,0.6640018908841077,79878,2018-09-19
0.060716004199089776,0.17017743577271577,0.34389434559306603,0.42521221443512847,79878,2017-05-02
0.05385040808891581,0.2661812959301622,0.24162309141401234,0.4383452045669097,79878,2017-09-24
0.027841733407443846,0.1503766595951519,0.24006850090615076,0.5817131060912536,114695,2017-05-05
0.12619234193710796,0.5266944343710774,0.2224436485275918,0.1246695751642228,114695,2017-08-30
0.08931066441195076,0.16013942056319985,0.728247216514889,0.02230269850996068,114695,2016-05-10
0.1859273600730444,0.15917123202630576,0.4720479899581995,0.18285341794245047,114695,2018-06-09
0.0791708025759793,0.06922362514496276,0.8153320772420474,0.03627349503701048,114695,2018-05-27
0.02306818181818182,0.2480512321781326,0.2510999759485408,0.47778061005514494,114695,2018-05-30
0.18299768011050385,0.1810730789521027,0.391681146571748,0.24424809436564546,114695,2015-08-04
0.00984848484848485,0.08933282042426167,0.22079123280653165,0.6800274619207219,114695,2015-08-24
0.3994923576221478,0.30730178596049157,0.1890611677921869,0.10414468862517363,114695,2018-05-10
0.30032719526285473,0.1749098544384319,0.4719883629823301,0.052774587316383306,114695,2018-08-23
0.8404435411150337,0.033473865034522196,0.126082593850444,0.0,114695,2018-09-19
0.19913998499815946,0.07970812379332515,0.22386210243808635,0.4972897887704289,114695,2017-05-02
0.12155995526568314,0.1725209768853182,0.34645345881669265,0.35946560903230595,114695,2017-09-24
0.00896103896103896,0.0262841568750367,0.4371474239812035,0.527607380182721,114697,2017-05-05
0.06503050071818833,0.08880529465199957,0.3918357228389686,0.45432848179084345,114697,2017-08-30
0.06312126165121859,0.08579306031701447,0.4539771494382009,0.3971085285935661,114697,2016-05-10
0.060842132062228424,0.06259680623823083,0.29091916565071135,0.5856418960488293,114697,2018-06-09
0.04205590026916474,0.05882909511301586,0.42612959166184355,0.47298541295597585,114697,2018-05-27
0.017454545454545455,0.10734444522083932,0.3026802365397156,0.5725207727848998,114697,2018-05-30
0.01818181818181818,0.2603625020097222,0.32235229469546295,0.3991033851129966,114697,2015-08-04
0.029785082693171542,0.051481006579756024,0.5995767381381377,0.3191571725889345,114697,2015-08-24
0.012121212121212121,0.1229875057755465,0.13888048074434203,0.7260108013588994,114697,2018-05-10
0.004545454545454546,0.08513060617318392,0.7813311591209813,0.1289927801603803,114697,2018-08-23
0.013636363636363637,0.1798625837440983,0.2202476625950089,0.586253390024529,114697,2018-09-19
0.13988636363636361,0.03450559223429586,0.6283233644399246,0.19728467968941574,114697,2017-05-02
0.13910608994322488,0.08160259891282134,0.14376632926776567,0.635524981876188,114697,2017-09-24
0.02420536977108021,0.12655254809186595,0.20040669330197475,0.648835388835079,114699,2017-05-05
