"","aproovitykk_id","kp","satel","B02","B03","B04","B05","B06","B07","B08","B11","B12","B2","B3","B4","B5","B6","B7","B9","muld","MA","KU","KS","MUU","21","37","42","43","44","45","48","51","53","61","64","77","999"
"2529",76570,2017-05-02,"S2",817,630,443,695,1450,1774,1694,925,483,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2530",76570,2017-05-05,"S2",994,802,667,914,1519,1778,1701,1070,649,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2532",76570,2017-08-30,"S2",820,644,382,598,1972,2467,2283,971,362,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2533",76570,2017-09-24,"S2",896,684,442,729,1861,2388,2212,939,382,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2535",76570,2018-05-10,"S2",769,649,402,746,1672,1882,1901,1010,462,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2538",76570,2018-05-27,"S2",824,684,407,705,2005,2540,2447,1061,433,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2540",76570,2018-05-30,"S2",742,610,358,646,1890,2345,2378,943,384,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2541",76570,2018-06-09,"S2",711,583,337,612,1817,2366,2350,930,374,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2543",76570,2018-08-23,"S2",838,663,423,622,1675,2143,2125,880,353,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2544",76570,2018-09-19,"S2",900,704,451,698,1850,2365,2188,972,401,NA,NA,NA,NA,NA,NA,NA,43,0,55,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0
"2546",76572,2015-08-04,"S2",715,570,313,543,1482,1844,1727,726,271,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2548",76572,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2549",76572,2015-09-30,"S2",879,647,385,583,1335,1629,1530,660,280,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2550",76572,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2551",76572,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2553",76572,2017-05-02,"S2",792,617,406,679,1334,1564,1560,827,421,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2554",76572,2017-05-05,"S2",1002,840,675,911,1448,1616,1654,1054,628,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2556",76572,2017-08-30,"S2",801,621,350,568,1481,1918,1761,740,301,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2557",76572,2017-09-24,"S2",872,638,387,596,1304,1630,1615,649,269,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2559",76572,2018-05-10,"S2",742,586,371,626,1285,1487,1451,800,379,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2562",76572,2018-05-27,"S2",820,674,395,706,1727,2065,1928,922,400,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2564",76572,2018-05-30,"S2",736,592,343,602,1558,1871,1761,794,347,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2565",76572,2018-06-09,"S2",704,575,320,601,1590,1931,1808,788,343,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2567",76572,2018-08-23,"S2",825,632,383,562,1350,1637,1585,623,256,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2568",76572,2018-09-19,"S2",865,647,392,565,1252,1554,1555,681,286,NA,NA,NA,NA,NA,NA,NA,44,10,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2570",76580,2015-08-04,"S2",725,583,326,607,2036,2659,2387,935,367,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2572",76580,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2573",76580,2015-09-30,"S2",873,650,371,617,1781,2216,2023,846,330,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2574",76580,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2575",76580,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2577",76580,2017-05-02,"S2",795,616,434,717,1523,1883,1803,1024,545,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2578",76580,2017-05-05,"S2",917,736,589,856,1533,1903,1834,1262,756,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2580",76580,2017-08-30,"S2",809,628,356,601,1932,2442,2197,878,333,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2581",76580,2017-09-24,"S2",879,644,383,615,1721,2236,2137,830,326,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2583",76580,2018-05-10,"S2",760,601,390,702,1593,1874,1782,989,496,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2586",76580,2018-05-27,"S2",849,714,430,722,2022,2574,2302,999,458,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2588",76580,2018-05-30,"S2",746,612,354,669,2051,2477,2247,900,395,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2589",76580,2018-06-09,"S2",720,590,330,660,2178,2820,2447,937,367,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2591",76580,2018-08-23,"S2",820,629,384,564,1714,2157,2020,798,325,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2592",76580,2018-09-19,"S2",882,678,401,603,1788,2357,2289,923,350,NA,NA,NA,NA,NA,NA,NA,37,55,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2594",76603,2015-08-04,"S2",732,589,341,611,1625,2002,1955,849,348,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2596",76603,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2597",76603,2015-09-30,"S2",900,673,428,646,1527,1790,1791,793,326,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2598",76603,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2599",76603,2016-05-10,"S2",827,681,456,759,1494,1791,1723,1119,535,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2601",76603,2017-05-02,"S2",801,636,444,743,1404,1605,1687,1036,509,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2602",76603,2017-05-05,"S2",982,826,649,921,1549,1726,1830,1194,662,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2604",76603,2017-08-30,"S2",790,594,348,516,1258,1476,1504,670,270,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2605",76603,2017-09-24,"S2",895,688,448,673,1503,1811,1853,847,360,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2607",76603,2018-05-10,"S2",768,619,415,679,1386,1581,1666,1020,492,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2610",76603,2018-05-27,"S2",886,715,495,747,1643,1926,1861,1121,529,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2612",76603,2018-05-30,"S2",770,625,416,669,1535,1889,1824,1033,462,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2613",76603,2018-06-09,"S2",739,605,384,653,1569,1800,1824,958,428,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2615",76603,2018-08-23,"S2",827,656,422,634,1509,1842,1787,943,393,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2616",76603,2018-09-19,"S2",888,700,453,677,1482,1875,1781,946,368,NA,NA,NA,NA,NA,NA,NA,61,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2618",76605,2015-08-04,"S2",753,626,420,679,1485,1838,1929,992,446,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2620",76605,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2621",76605,2015-09-30,"S2",893,676,443,632,1281,1511,1437,682,301,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2622",76605,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2623",76605,2016-05-10,"S2",876,760,583,876,1482,1671,1762,1406,746,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2625",76605,2017-05-02,"S2",881,722,641,850,1412,1668,1652,1291,701,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2626",76605,2017-05-05,"S2",1047,886,795,1020,1559,1734,1792,1431,887,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2628",76605,2017-08-30,"S2",811,621,406,565,1232,1480,1450,767,358,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2629",76605,2017-09-24,"S2",913,696,484,669,1328,1613,1555,806,368,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2631",76605,2018-05-10,"S2",824,701,543,807,1384,1521,1688,1334,700,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2634",76605,2018-05-27,"S2",913,762,589,801,1483,1795,1860,1301,671,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2636",76605,2018-05-30,"S2",812,689,519,773,1494,1709,1891,1313,668,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2637",76605,2018-06-09,"S2",781,669,495,765,1556,1738,1899,1206,603,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2639",76605,2018-08-23,"S2",855,699,491,691,1406,1676,1780,1100,499,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2640",76605,2018-09-19,"S2",906,717,488,699,1360,1639,1617,947,421,NA,NA,NA,NA,NA,NA,NA,61,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2642",76737,2015-08-04,"S2",743,630,340,658,2611,3409,3165,1234,459,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2644",76737,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2645",76737,2015-09-30,"S2",959,807,543,1028,2233,2785,2507,1308,574,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2646",76737,2016-04-27,"S2",879,697,543,857,1381,1632,1635,1091,600,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2647",76737,2016-05-10,"S2",891,808,507,946,2074,2334,2271,1347,615,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2649",76737,2017-05-02,"S2",861,685,540,810,1395,1610,1692,1243,654,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2650",76737,2017-05-05,"S2",1093,919,793,1097,1598,1836,1913,1484,908,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2652",76737,2017-08-30,"S2",882,748,436,823,2516,3199,2906,1267,497,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2653",76737,2017-09-24,"S2",949,817,570,1008,2209,2713,2643,1407,576,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2655",76737,2018-05-10,"S2",809,727,454,870,1836,2142,2051,1257,599,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2658",76737,2018-05-27,"S2",958,866,513,982,2791,3489,3239,1469,653,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2660",76737,2018-05-30,"S2",764,682,358,787,2640,3119,3047,1258,511,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2661",76737,2018-06-09,"S2",746,677,351,791,2788,3271,3100,1250,495,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2663",76737,2018-08-23,"S2",817,672,409,694,2133,2926,2777,1196,457,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2664",76737,2018-09-19,"S2",934,784,492,863,2422,2968,2849,1433,542,NA,NA,NA,NA,NA,NA,NA,48,5,30,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2666",76751,2015-08-04,"S2",726,570,310,591,2404,3216,3102,1087,397,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2668",76751,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2669",76751,2015-09-30,"S2",911,720,472,892,1965,2372,2352,1271,535,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2670",76751,2016-04-27,"S2",928,747,733,1054,1547,1771,1847,1660,1000,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2671",76751,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2673",76751,2017-05-02,"S2",910,740,716,1060,1507,1775,1872,1936,1159,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2674",76751,2017-05-05,"S2",1046,884,865,1201,1654,1876,1944,1939,1213,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2676",76751,2017-08-30,"S2",818,647,370,676,2286,3033,2809,1157,414,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2677",76751,2017-09-24,"S2",903,716,472,836,2036,2478,2576,1246,497,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2679",76751,2018-05-10,"S2",795,706,463,957,1971,2217,2187,1473,720,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2682",76751,2018-05-27,"S2",806,673,378,733,2362,3080,2917,1180,481,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2684",76751,2018-05-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2685",76751,2018-06-09,"S2",716,580,303,637,2581,3285,3125,1114,432,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2687",76751,2018-08-23,"S2",812,628,378,590,1938,2658,2530,1007,381,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2688",76751,2018-09-19,"S2",899,708,452,757,1895,2395,2403,1235,481,NA,NA,NA,NA,NA,NA,NA,42,0,20,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2690",76753,2015-08-04,"S2",723,568,305,527,1771,2292,2304,883,337,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2692",76753,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2693",76753,2015-09-30,"S2",917,717,482,732,1610,1935,1918,1016,438,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2694",76753,2016-04-27,"S2",857,639,484,698,1160,1196,1329,865,467,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2695",76753,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2697",76753,2017-05-02,"S2",831,618,467,656,1136,1329,1366,919,520,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2698",76753,2017-05-05,"S2",980,776,650,866,1317,1504,1517,1097,666,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2700",76753,2017-08-30,"S2",817,632,359,625,1886,2276,2392,990,374,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2701",76753,2017-09-24,"S2",893,710,480,793,1594,1839,2001,967,437,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2703",76753,2018-05-10,"S2",778,640,410,682,1332,1503,1555,915,455,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2706",76753,2018-05-27,"S2",796,653,374,665,1883,2366,2415,995,421,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2708",76753,2018-05-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2709",76753,2018-06-09,"S2",721,587,321,623,1965,2404,2600,984,411,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2711",76753,2018-08-23,"S2",814,630,391,566,1481,1900,2026,839,351,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2712",76753,2018-09-19,"S2",891,678,420,628,1596,2017,2029,954,387,NA,NA,NA,NA,NA,NA,NA,43,0,30,40,30,0,0,0,1,0,0,0,0,0,0,0,0,0
"2714",76761,2015-08-04,"S2",728,567,316,511,1630,2040,2084,754,292,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2716",76761,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2717",76761,2015-09-30,"S2",889,664,406,635,1508,1764,1833,705,269,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2718",76761,2016-04-27,"S2",836,621,449,682,1206,1390,1382,775,413,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2719",76761,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2721",76761,2017-05-02,"S2",818,628,471,673,1195,1461,1451,963,537,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2722",76761,2017-05-05,"S2",959,762,625,828,1344,1518,1560,1034,647,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2724",76761,2017-08-30,"S2",809,620,363,564,1629,2075,1978,792,317,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2725",76761,2017-09-24,"S2",883,647,395,573,1305,1730,1755,637,273,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2727",76761,2018-05-10,"S2",770,618,411,621,1252,1437,1532,900,477,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2730",76761,2018-05-27,"S2",848,691,421,693,1860,2240,2169,972,422,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2732",76761,2018-05-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2733",76761,2018-06-09,"S2",714,578,330,612,1865,2225,2170,832,367,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2735",76761,2018-08-23,"S2",814,627,387,548,1448,1947,1936,664,269,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2736",76761,2018-09-19,"S2",892,654,401,551,1385,1722,1757,660,261,NA,NA,NA,NA,NA,NA,NA,43,80,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2738",76764,2015-08-04,"S2",736,572,327,534,1412,1753,1693,660,281,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2740",76764,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2741",76764,2015-09-30,"S2",876,625,376,508,1077,1263,1294,506,220,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2742",76764,2016-04-27,"S2",815,609,413,613,1134,1300,1357,641,311,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2743",76764,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2745",76764,2017-05-02,"S2",799,612,414,648,1248,1350,1472,743,363,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2746",76764,2017-05-05,"S2",949,763,591,816,1325,1539,1603,918,555,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2748",76764,2017-08-30,"S2",816,607,353,510,1273,1526,1531,649,267,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2749",76764,2017-09-24,"S2",878,627,392,522,1154,1259,1384,564,268,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2751",76764,2018-05-10,"S2",768,606,399,624,1207,1358,1421,789,393,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2754",76764,2018-05-27,"S2",842,676,441,666,1474,1762,1694,886,442,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2756",76764,2018-05-30,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,75,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
