"","x","y","kp","B2","B3","B4","B5","B6","B7","satel","muld","21","42","43","44","45","48","51","53","61","64","999","37","77"
"228",669412.50000001,6460712.49999977,"2018-05-10",9175,9017,9062,14184,14226,12114,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"229",669412.50000001,6460712.49999977,"2018-05-12",9638,9480,9519,15480,15161,12708,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"231",669412.50000001,6460712.49999977,"2017-06-17",9455,9387,8540,17887,11975,9286,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"233",669412.50000001,6460737.49999977,"2018-05-12",9535,9323,9215,15432,14812,12177,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"234",669412.50000001,6460737.49999977,"2018-05-26",10378,10466,11445,14937,17598,15971,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"235",669412.50000001,6460737.49999977,"2018-05-28",10716,10668,11596,15659,18075,16483,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"236",669412.50000001,6460737.49999977,"2018-05-10",9131,8962,9044,14716,14256,12058,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"238",669412.50000001,6460737.49999977,"2017-06-17",9526,9458,8617,18040,12188,9600,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"240",669412.50000001,6460737.49999977,"2018-08-23",8824,8303,8493,10704,13001,10538,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"242",669412.50000001,6460762.49999977,"2017-06-17",9526,9458,8617,18040,12188,9600,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"243",669412.50000001,6460762.49999977,"2018-05-10",9131,8962,9044,14716,14256,12058,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"244",669412.50000001,6460762.49999977,"2018-05-12",9535,9323,9215,15432,14812,12177,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"245",669412.50000001,6460762.49999977,"2018-05-26",10378,10466,11445,14937,17598,15971,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"246",669412.50000001,6460762.49999977,"2018-05-28",10716,10668,11596,15659,18075,16483,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"248",669412.50000001,6460762.49999977,"2018-08-23",8824,8303,8493,10704,13001,10538,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"250",669412.50000001,6460787.49999977,"2018-05-10",9641,9710,9941,15894,15483,13154,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"251",669412.50000001,6460787.49999977,"2018-05-12",9544,9248,9247,15403,14531,12252,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"252",669412.50000001,6460787.49999977,"2018-05-26",10750,11137,12350,16011,18099,16344,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"253",669412.50000001,6460787.49999977,"2018-05-28",10625,10651,11555,15508,17943,16353,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"254",669412.50000001,6460787.49999977,"2018-08-23",9178,9106,9509,12466,14845,11997,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"256",669412.50000001,6460787.49999977,"2017-06-17",9805,9744,9166,19539,13016,10245,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"257",669412.50000001,6460812.49999977,"2018-05-12",9733,9616,9655,15243,15440,13038,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"258",669412.50000001,6460812.49999977,"2018-05-26",10620,10781,11914,15485,17659,16002,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"259",669412.50000001,6460812.49999977,"2018-05-10",9541,9437,9893,15076,15472,13518,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"261",669412.50000001,6460812.49999977,"2017-06-17",9885,9960,9529,18826,13329,10640,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"262",669412.50000001,6460812.49999977,"2018-05-28",10728,10713,11704,15582,17823,16364,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"263",669412.50000001,6460812.49999977,"2018-08-23",9070,8565,8760,11322,13601,11033,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"265",669412.50000001,6460837.49999977,"2017-06-17",9944,9785,9427,21745,13380,10505,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"267",669412.50000001,6460837.49999977,"2018-05-28",10871,10910,11741,15774,17974,16449,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"269",669412.50000001,6460837.49999977,"2018-05-10",10165,10354,11184,15619,17143,15180,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"270",669412.50000001,6460837.49999977,"2018-05-12",10173,10043,10868,14984,16567,14868,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"271",669412.50000001,6460837.49999977,"2018-05-26",10730,11066,12204,15811,17714,15861,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"272",669412.50000001,6460837.49999977,"2018-08-23",9074,8544,8701,11347,13036,10626,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"274",669412.50000001,6460862.49999977,"2018-05-12",10310,10372,10826,16155,16823,14668,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"275",669412.50000001,6460862.49999977,"2018-05-26",10328,10518,11715,14931,17038,15349,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"276",669412.50000001,6460862.49999977,"2018-05-28",11233,11416,12584,16588,18499,16851,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"277",669412.50000001,6460862.49999977,"2018-08-23",8540,7831,7806,9998,11520,9437,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"278",669412.50000001,6460862.49999977,"2018-05-10",10217,10516,11830,15592,18110,16233,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"280",669412.50000001,6460862.49999977,"2017-06-17",9102,8605,7558,24547,11465,8397,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"281",669412.50000001,6460887.49999977,"2018-05-10",9946,10035,11155,14910,17849,15534,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"282",669412.50000001,6460887.49999977,"2018-05-12",10699,10739,11665,16964,17494,14779,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"284",669412.50000001,6460887.49999977,"2017-06-17",8777,8230,6925,25966,11074,7707,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"286",669412.50000001,6460887.49999977,"2018-08-23",8427,7698,7545,9540,10975,8987,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"287",669412.50000001,6460887.49999977,"2018-05-26",10123,10153,11159,14472,16759,15058,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"288",669412.50000001,6460887.49999977,"2018-05-28",11340,11682,13048,16938,18666,16922,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"289",669412.50000001,6460912.49999977,"2018-05-10",9946,10035,11155,14910,17849,15534,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"291",669412.50000001,6460912.49999977,"2017-06-17",8777,8230,6925,25966,11074,7707,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"293",669412.50000001,6460912.49999977,"2018-05-12",10699,10739,11665,16964,17494,14779,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"294",669412.50000001,6460912.49999977,"2018-05-26",10123,10153,11159,14472,16759,15058,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"295",669412.50000001,6460912.49999977,"2018-05-28",11340,11682,13048,16938,18666,16922,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"296",669412.50000001,6460912.49999977,"2018-08-23",8427,7698,7545,9540,10975,8987,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"297",669412.50000001,6460937.49999977,"2017-06-17",8784,8195,6927,25427,10947,7603,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"299",669412.50000001,6460937.49999977,"2018-05-10",9767,9765,10856,14945,18246,14484,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"301",669412.50000001,6460937.49999977,"2018-05-26",10121,10156,11163,14505,16514,14707,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"302",669412.50000001,6460937.49999977,"2018-05-28",10874,11031,12112,16061,18058,16307,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"303",669412.50000001,6460937.49999977,"2018-08-23",8446,7718,7587,9718,11068,9017,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"304",669412.50000001,6460937.49999977,"2018-05-12",10696,10918,12154,16130,18693,16407,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"305",669412.50000001,6460962.49999977,"2018-05-12",10407,10441,11678,15775,18917,15731,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"306",669412.50000001,6460962.49999977,"2018-05-10",9669,9609,10697,14913,18069,13867,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"308",669412.50000001,6460962.49999977,"2017-06-17",8760,8143,6890,24754,10694,7526,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"310",669412.50000001,6460962.49999977,"2018-05-28",10644,10720,11712,15772,17512,15633,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"311",669412.50000001,6460962.49999977,"2018-08-23",8456,7748,7603,9762,11028,9029,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"312",669412.50000001,6460962.49999977,"2018-05-26",10100,10123,11192,14428,16381,14458,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"315",669412.50000001,6460987.49999977,"2017-06-17",8747,8155,6866,25007,10774,7523,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"316",669412.50000001,6460987.49999977,"2018-05-10",9619,9511,10551,14785,17873,13641,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"317",669412.50000001,6460987.49999977,"2018-05-12",10118,10013,11153,15587,18755,14407,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"318",669412.50000001,6460987.49999977,"2018-05-26",10054,10034,11085,14311,16436,14437,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"319",669412.50000001,6460987.49999977,"2018-05-28",10585,10701,11681,15793,17373,15216,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"320",669412.50000001,6460987.49999977,"2018-08-23",8424,7671,7506,9661,10844,8773,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"322",669412.50000001,6461012.49999977,"2017-06-17",8758,8228,6855,26203,11141,7646,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"324",669412.50000001,6461012.49999977,"2018-05-28",10541,10606,11532,15705,17335,15194,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"325",669412.50000001,6461012.49999977,"2018-05-10",9737,9746,10815,15425,18150,13742,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"326",669412.50000001,6461012.49999977,"2018-05-12",9996,9852,10786,15500,18320,13836,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"327",669412.50000001,6461012.49999977,"2018-05-26",10013,9969,10953,14298,16632,14602,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"328",669412.50000001,6461012.49999977,"2018-08-23",8423,7667,7480,9782,10723,8596,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"330",669412.50000001,6461037.49999977,"2017-06-17",8753,8315,6926,26466,11404,7763,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"332",669412.50000001,6461037.49999977,"2018-05-10",9896,10020,11009,16128,18248,13830,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"333",669412.50000001,6461037.49999977,"2018-05-12",10026,9884,10775,16024,18117,13499,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"334",669412.50000001,6461037.49999977,"2018-05-26",9972,9865,10721,14172,16579,14529,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"335",669412.50000001,6461037.49999977,"2018-05-28",10476,10432,11295,15466,17474,15288,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"336",669412.50000001,6461037.49999977,"2018-08-23",8558,7866,7862,10246,11489,9135,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"338",669412.50000001,6461062.49999977,"2017-06-17",8753,8315,6926,26466,11404,7763,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"340",669412.50000001,6461062.49999977,"2018-05-28",10476,10432,11295,15466,17474,15288,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"341",669412.50000001,6461062.49999977,"2018-08-23",8558,7866,7862,10246,11489,9135,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"342",669412.50000001,6461062.49999977,"2018-05-10",9896,10020,11009,16128,18248,13830,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"343",669412.50000001,6461062.49999977,"2018-05-12",10026,9884,10775,16024,18117,13499,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"344",669412.50000001,6461062.49999977,"2018-05-26",9972,9865,10721,14172,16579,14529,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"345",669412.50000001,6461087.49999977,"2018-05-28",10300,10106,10856,14759,16745,14835,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"347",669412.50000001,6461087.49999977,"2018-05-12",10068,10041,10821,16546,18037,13255,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"348",669412.50000001,6461087.49999977,"2018-05-26",9790,9550,10240,13424,15803,13930,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"350",669412.50000001,6461087.49999977,"2018-08-23",8624,7975,7979,10172,11678,9372,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"351",669412.50000001,6461087.49999977,"2018-05-10",9912,10082,11071,16182,18229,13486,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"352",669412.50000001,6461087.49999977,"2017-06-17",8760,8264,6915,26310,11378,7733,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"353",669412.50000001,6461112.49999977,"2018-05-12",10242,10194,11295,16465,18450,13610,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"354",669412.50000001,6461112.49999977,"2018-05-26",9620,9316,9808,12769,15165,13312,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"355",669412.50000001,6461112.49999977,"2018-05-10",9743,9738,10607,15398,17422,13077,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"357",669412.50000001,6461112.49999977,"2017-06-17",8771,8188,6905,24792,10996,7599,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"359",669412.50000001,6461112.49999977,"2018-05-28",10162,9978,10586,14411,16361,14327,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"360",669412.50000001,6461112.49999977,"2018-08-23",8512,7787,7668,9711,11231,9049,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"362",669412.50000001,6461137.49999977,"2018-05-12",10146,10155,11163,16035,18661,13714,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"364",669412.50000001,6461137.49999977,"2017-06-17",8776,8181,6948,22831,10780,7581,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"365",669412.50000001,6461137.49999977,"2018-05-10",9476,9299,9956,14419,16367,12377,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"366",669412.50000001,6461137.49999977,"2018-05-26",9585,9192,9634,12597,15200,13369,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"367",669412.50000001,6461137.49999977,"2018-05-28",10055,9776,10257,13964,15954,14024,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"368",669412.50000001,6461137.49999977,"2018-08-23",8497,7739,7626,9736,11209,9062,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"370",669412.50000001,6461162.49999977,"2018-05-10",9483,9251,9912,14165,16320,12517,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"371",669412.50000001,6461162.49999977,"2018-05-12",9869,9655,10265,14904,16727,12763,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"372",669412.50000001,6461162.49999977,"2018-05-26",9528,9120,9473,12511,15464,13720,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"373",669412.50000001,6461162.49999977,"2018-05-28",9909,9519,9873,13291,15690,13794,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"374",669412.50000001,6461162.49999977,"2018-08-23",8470,7710,7532,9998,11158,8994,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"375",669412.50000001,6461162.49999977,"2017-06-17",8804,8286,7111,20757,10906,7784,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"377",669412.50000001,6461187.49999977,"2018-05-10",9379,9120,9760,13871,16016,12241,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"378",669412.50000001,6461187.49999977,"2018-05-12",9727,9354,10007,13884,16071,12479,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"379",669412.50000001,6461187.49999977,"2018-08-23",8452,7722,7471,10229,11162,8922,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"380",669412.50000001,6461187.49999977,"2017-06-17",8875,8361,7261,20319,11186,8096,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"382",669412.50000001,6461187.49999977,"2018-05-26",9592,9173,9624,12773,15667,13953,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"383",669412.50000001,6461187.49999977,"2018-05-28",9776,9255,9440,12944,15510,13869,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"386",669412.50000001,6461212.49999977,"2018-05-10",9379,9120,9760,13871,16016,12241,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"387",669412.50000001,6461212.49999977,"2018-05-12",9727,9354,10007,13884,16071,12479,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"388",669412.50000001,6461212.49999977,"2018-05-26",9592,9173,9624,12773,15667,13953,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"389",669412.50000001,6461212.49999977,"2018-05-28",9776,9255,9440,12944,15510,13869,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"390",669412.50000001,6461212.49999977,"2018-08-23",8452,7722,7471,10229,11162,8922,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"391",669412.50000001,6461212.49999977,"2017-06-17",8875,8361,7261,20319,11186,8096,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"393",669412.50000001,6461237.49999977,"2018-05-26",9499,9055,9529,12592,15276,13532,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"394",669412.50000001,6461237.49999977,"2018-05-10",9432,9161,9873,14384,16096,12371,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"395",669412.50000001,6461237.49999977,"2018-05-28",9824,9395,9563,13432,15800,14016,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"396",669412.50000001,6461237.49999977,"2018-08-23",8452,7669,7461,9793,10926,8854,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"398",669412.50000001,6461237.49999977,"2018-05-12",9666,9251,9536,13790,15888,12212,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"400",669412.50000001,6461237.49999977,"2017-06-17",8837,8212,7038,22384,10948,7739,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"401",669412.50000001,6461262.49999977,"2018-05-12",9783,9470,10151,14855,16667,12779,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"402",669412.50000001,6461262.49999977,"2018-05-10",9231,8953,9431,13994,15757,11916,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"403",669412.50000001,6461262.49999977,"2018-05-26",9189,8575,8698,11734,14456,12761,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"404",669412.50000001,6461262.49999977,"2018-05-28",9834,9642,9927,14260,16255,14059,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"405",669412.50000001,6461262.49999977,"2018-08-23",8464,7667,7436,9784,10765,8809,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"407",669412.50000001,6461262.49999977,"2017-06-17",8803,8182,7028,21667,10939,7775,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"409",669412.50000001,6461287.49999977,"2018-05-10",9363,9093,9470,14740,16161,12138,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"410",669412.50000001,6461287.49999977,"2018-05-12",9719,9377,9781,15747,16407,12307,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"411",669412.50000001,6461287.49999977,"2018-05-26",9059,8385,8412,11398,14530,12580,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"412",669412.50000001,6461287.49999977,"2018-05-28",9590,9141,9213,16521,15369,13043,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"413",669412.50000001,6461287.49999977,"2018-08-23",8506,7751,7630,9814,11352,9044,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"416",669412.50000001,6461287.49999977,"2017-06-17",8782,8240,6988,22797,11077,7720,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"417",669412.50000001,6461312.49999977,"2018-05-10",8941,8673,8645,17419,14673,10481,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"419",669412.50000001,6461312.49999977,"2017-06-17",8784,8397,6958,25895,11728,7852,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"420",669412.50000001,6461312.49999977,"2018-05-12",9574,9413,9683,16752,16073,12157,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"421",669412.50000001,6461312.49999977,"2018-05-26",8707,8172,7707,19262,13752,10423,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"422",669412.50000001,6461312.49999977,"2018-05-28",9396,9086,8669,16629,14308,11497,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"423",669412.50000001,6461312.49999977,"2018-08-23",8383,7783,7096,14117,11109,8367,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"425",669412.50000001,6461337.49999977,"2018-05-10",8457,8257,7238,20677,12398,8572,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"426",669412.50000001,6461337.49999977,"2018-05-26",8444,8174,6803,25900,12319,8214,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"427",669412.50000001,6461337.49999977,"2018-05-28",8859,8532,7859,19915,13448,9980,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"428",669412.50000001,6461337.49999977,"2018-08-23",8320,7996,6851,17919,11306,7728,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"429",669412.50000001,6461337.49999977,"2018-05-12",8962,8722,7911,18445,14135,10065,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"431",669412.50000001,6461337.49999977,"2017-06-17",8775,8669,7135,27563,12108,7972,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"433",669412.50000001,6461362.49999977,"2018-05-10",8457,8257,7238,20677,12398,8572,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"434",669412.50000001,6461362.49999977,"2018-05-12",8962,8722,7911,18445,14135,10065,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"435",669412.50000001,6461362.49999977,"2018-05-26",8444,8174,6803,25900,12319,8214,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"436",669412.50000001,6461362.49999977,"2018-05-28",8859,8532,7859,19915,13448,9980,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"438",669412.50000001,6461362.49999977,"2017-06-17",8775,8669,7135,27563,12108,7972,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"440",669412.50000001,6461362.49999977,"2018-08-23",8320,7996,6851,17919,11306,7728,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"441",669412.50000001,6461387.49999977,"2018-05-12",8552,8094,7007,18765,11169,7998,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"442",669412.50000001,6461387.49999977,"2018-05-10",8350,8147,6997,20891,11870,8129,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"444",669412.50000001,6461387.49999977,"2017-06-17",8799,8638,7115,26113,11671,7868,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"446",669412.50000001,6461387.49999977,"2018-05-26",8432,8218,6860,25334,11811,7808,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"447",669412.50000001,6461387.49999977,"2018-05-28",8489,7910,6667,21699,11435,7832,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"448",669412.50000001,6461387.49999977,"2018-08-23",8298,8026,6837,18140,11296,7644,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"450",669412.50000001,6461412.49999977,"2017-06-17",8808,8653,7158,25907,11626,7834,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"451",669412.50000001,6461412.49999977,"2018-05-10",8296,8098,6987,21256,11720,8010,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"452",669412.50000001,6461412.49999977,"2018-05-12",8576,8167,7052,18931,10892,7788,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"453",669412.50000001,6461412.49999977,"2018-05-26",8483,8250,6929,25234,11574,7799,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"455",669412.50000001,6461412.49999977,"2018-08-23",8300,7954,6762,18922,10957,7459,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"456",669412.50000001,6461412.49999977,"2018-05-28",8562,7976,6774,21606,10841,7517,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"457",669412.50000001,6461437.49999977,"2018-05-10",8299,8123,7012,22087,11879,8120,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"458",669412.50000001,6461437.49999977,"2018-05-28",8540,8058,6826,21595,10764,7642,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"459",669412.50000001,6461437.49999977,"2018-08-23",8294,7995,6782,19471,11081,7555,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"461",669412.50000001,6461437.49999977,"2017-06-17",8787,8600,7154,25858,11613,7795,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"462",669412.50000001,6461437.49999977,"2018-05-12",8539,8134,6970,17814,11043,7859,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"463",669412.50000001,6461437.49999977,"2018-05-26",8493,8227,6944,26006,11798,7926,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"465",669412.50000001,6461462.49999977,"2017-06-17",8777,8580,7114,26015,11584,7814,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"467",669412.50000001,6461462.49999977,"2018-08-23",8329,7923,6899,18279,11548,7838,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"468",669412.50000001,6461462.49999977,"2018-05-10",8416,8237,7218,20760,12183,8324,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"469",669412.50000001,6461462.49999977,"2018-05-12",8574,8152,7014,18184,11360,7994,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
