"","x","y","kp","B2","B3","B4","B5","B6","B7","satel","muld","21","42","43","44","45","48","51","53","61","64","999","37","77"
"470",669412.50000001,6461462.49999977,"2018-05-26",8477,8244,6965,24822,11770,7884,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"471",669412.50000001,6461462.49999977,"2018-05-28",8566,8101,6819,22112,11827,8015,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"473",669412.50000001,6461487.49999977,"2018-05-12",8611,8279,7036,19557,12428,8519,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"474",669412.50000001,6461487.49999977,"2018-05-26",8316,7912,6649,23947,11691,7802,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"475",669412.50000001,6461487.49999977,"2018-05-28",8557,8292,6810,25896,12665,8209,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"476",669412.50000001,6461487.49999977,"2018-08-23",8257,7521,6692,17010,10049,7142,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"478",669412.50000001,6461487.49999977,"2018-05-10",8256,7977,6880,18458,11359,7992,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"480",669412.50000001,6461487.49999977,"2017-06-17",8686,8366,6887,26206,12274,7963,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"481",669412.50000001,6461512.49999977,"2018-05-10",8256,7977,6880,18458,11359,7992,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"483",669412.50000001,6461512.49999977,"2018-05-12",8611,8279,7036,19557,12428,8519,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"484",669412.50000001,6461512.49999977,"2018-05-26",8316,7912,6649,23947,11691,7802,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"485",669412.50000001,6461512.49999977,"2018-05-28",8557,8292,6810,25896,12665,8209,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"486",669412.50000001,6461512.49999977,"2018-08-23",8257,7521,6692,17010,10049,7142,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"487",669412.50000001,6461512.49999977,"2017-06-17",8686,8366,6887,26206,12274,7963,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"489",669412.50000001,6461537.49999977,"2018-05-10",8226,7784,6811,15543,10783,7867,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"490",669412.50000001,6461537.49999977,"2018-05-12",8552,8153,6923,18231,11604,8052,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"492",669412.50000001,6461537.49999977,"2017-06-17",8628,8160,6812,22318,11204,7641,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"494",669412.50000001,6461537.49999977,"2018-05-26",8249,7702,6555,20028,11011,7438,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"495",669412.50000001,6461537.49999977,"2018-05-28",8508,7998,6677,23057,12008,7969,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"496",669412.50000001,6461537.49999977,"2018-08-23",8179,7334,6559,14577,9034,6734,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"498",669412.50000001,6461562.49999977,"2018-05-10",8214,7914,6833,17309,11448,8034,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"499",669412.50000001,6461562.49999977,"2018-05-26",8245,7800,6560,23138,11484,7591,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"500",669412.50000001,6461562.49999977,"2018-05-28",8381,7776,6562,20558,11056,7542,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"501",669412.50000001,6461562.49999977,"2018-05-12",8455,7876,6807,16387,10699,7758,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"504",669412.50000001,6461562.49999977,"2017-06-17",8604,8216,6770,25642,12063,7852,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"505",669412.50000001,6461562.49999977,"2018-08-23",8171,7386,6622,16267,9868,6955,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"507",669412.50000001,6461587.49999977,"2018-05-10",8158,7784,6782,17566,11063,7820,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"509",669412.50000001,6461587.49999977,"2018-05-26",8170,7535,6438,22063,10682,7264,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"510",669412.50000001,6461587.49999977,"2018-05-28",8470,8009,6595,23508,12089,8028,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"511",669412.50000001,6461587.49999977,"2018-05-12",8482,8069,6787,17072,11660,7894,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"513",669412.50000001,6461587.49999977,"2017-06-17",8581,8066,6718,24121,11041,7449,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"515",669412.50000001,6461587.49999977,"2018-08-23",8171,7388,6608,15697,9093,6730,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"516",669412.50000001,6461612.49999977,"2018-05-10",8307,7979,7034,17912,11575,8276,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"517",669412.50000001,6461612.49999977,"2018-05-12",8525,7957,6944,15947,10846,7911,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"520",669412.50000001,6461612.49999977,"2017-06-17",8594,8131,6776,23863,11451,7598,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"522",669412.50000001,6461612.49999977,"2018-05-26",8251,7720,6569,23507,10912,7541,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"523",669412.50000001,6461612.49999977,"2018-05-28",8435,7843,6526,21102,11080,7416,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"524",669412.50000001,6461612.49999977,"2018-08-23",8183,7439,6691,15949,9809,7012,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"525",669412.50000001,6461637.49999977,"2018-05-10",8209,7904,6815,16694,11127,7872,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"526",669412.50000001,6461637.49999977,"2018-05-12",8784,8053,7345,13958,10483,8711,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"529",669412.50000001,6461637.49999977,"2017-06-17",8607,8112,6774,23250,11175,7509,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"531",669412.50000001,6461637.49999977,"2018-08-23",8191,7473,6677,16257,9900,7108,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"532",669412.50000001,6461637.49999977,"2018-05-26",8150,7652,6465,22230,10781,7226,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"533",669412.50000001,6461637.49999977,"2018-05-28",8658,8076,7381,19209,11010,8249,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"534",669412.50000001,6461662.49999977,"2017-06-17",8607,8112,6774,23250,11175,7509,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"536",669412.50000001,6461662.49999977,"2018-05-10",8209,7904,6815,16694,11127,7872,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"539",669412.50000001,6461662.49999977,"2018-05-26",8150,7652,6465,22230,10781,7226,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"540",669412.50000001,6461662.49999977,"2018-05-28",8658,8076,7381,19209,11010,8249,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"541",669412.50000001,6461662.49999977,"2018-05-12",8784,8053,7345,13958,10483,8711,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"542",669412.50000001,6461662.49999977,"2018-08-23",8191,7473,6677,16257,9900,7108,"LC08",42,0,1,0,0,0,0,0,0,0,0,0,0,0
"544",669412.50000001,6461687.49999977,"2017-06-17",8559,7833,6746,17638,9555,6911,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"546",669412.50000001,6461687.49999977,"2018-05-10",8127,7456,6691,13493,9406,7268,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"547",669412.50000001,6461687.49999977,"2018-05-12",9173,9175,8526,18538,13595,9581,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"549",669412.50000001,6461687.49999977,"2018-05-26",8167,7416,6454,16964,9281,6761,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"550",669412.50000001,6461687.49999977,"2018-05-28",9304,9032,8349,21680,12338,9239,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"551",669412.50000001,6461687.49999977,"2018-08-23",8124,7277,6524,13562,8405,6359,"LC08",43,0,0,1,0,0,0,0,0,0,0,0,0,0
"552",669412.50000001,6461712.49999977,"2018-08-23",8084,7192,6424,11201,7218,6069,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"553",669412.50000001,6461712.49999977,"2018-05-10",7995,7170,6428,11243,8098,6470,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"554",669412.50000001,6461712.49999977,"2017-06-17",8554,7758,6726,15334,8639,6662,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"556",669412.50000001,6461712.49999977,"2018-05-26",8121,7321,6430,13387,8192,6327,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"557",669412.50000001,6461712.49999977,"2018-05-28",8478,7940,6884,19154,10164,7107,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"558",669412.50000001,6461712.49999977,"2018-05-12",8611,7823,7131,15326,9943,7868,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"561",669412.50000001,6461737.49999977,"2018-05-10",7997,7193,6441,11131,7984,6552,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"562",669412.50000001,6461737.49999977,"2018-05-26",8119,7344,6397,14067,8279,6477,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"563",669412.50000001,6461737.49999977,"2018-05-28",8357,7525,6562,14886,8563,6695,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"564",669412.50000001,6461737.49999977,"2018-08-23",8083,7161,6429,11861,7586,6101,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"565",669412.50000001,6461737.49999977,"2018-05-12",8352,7516,6646,12627,8645,6730,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"568",669412.50000001,6461737.49999977,"2017-06-17",8528,7750,6684,16055,9054,6831,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"570",669412.50000001,6461762.49999977,"2018-05-10",8030,7218,6548,11409,8439,6727,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"571",669412.50000001,6461762.49999977,"2018-05-12",8399,7731,6798,13514,9495,7299,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"573",669412.50000001,6461762.49999977,"2018-05-26",8133,7350,6420,14386,8688,6574,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"574",669412.50000001,6461762.49999977,"2018-05-28",8415,7736,6618,17481,9789,7301,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"575",669412.50000001,6461762.49999977,"2018-08-23",8096,7199,6457,11883,7763,6197,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"578",669412.50000001,6461762.49999977,"2017-06-17",8536,7765,6677,16026,9186,6803,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"579",669412.50000001,6461787.49999977,"2018-05-12",8401,7669,6765,13662,9690,7385,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"580",669412.50000001,6461787.49999977,"2018-05-10",8010,7154,6418,10974,7904,6472,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"581",669412.50000001,6461787.49999977,"2018-08-23",8100,7208,6480,11791,7780,6189,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"583",669412.50000001,6461787.49999977,"2018-05-26",8145,7319,6444,13448,8199,6425,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"584",669412.50000001,6461787.49999977,"2018-05-28",8380,7734,6555,18188,10325,7293,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"586",669412.50000001,6461787.49999977,"2017-06-17",8554,7706,6696,14703,8669,6626,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"589",669412.50000001,6461812.49999977,"2017-06-17",8554,7706,6696,14703,8669,6626,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"591",669412.50000001,6461812.49999977,"2018-05-26",8145,7319,6444,13448,8199,6425,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"592",669412.50000001,6461812.49999977,"2018-05-10",8010,7154,6418,10974,7904,6472,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"593",669412.50000001,6461812.49999977,"2018-05-12",8401,7669,6765,13662,9690,7385,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"595",669412.50000001,6461812.49999977,"2018-05-28",8380,7734,6555,18188,10325,7293,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"596",669412.50000001,6461812.49999977,"2018-08-23",8100,7208,6480,11791,7780,6189,"LC08",44,0,0,0,1,0,0,0,0,0,0,0,0,0
"598",669412.50000001,6461837.49999977,"2018-08-23",8118,7224,6485,12109,7707,6143,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"599",669412.50000001,6461837.49999977,"2018-05-12",8370,7476,6681,12258,8943,7016,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"600",669412.50000001,6461837.49999977,"2017-06-17",8536,7702,6703,15399,8993,6718,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"602",669412.50000001,6461837.49999977,"2018-05-10",8093,7289,6652,11080,8645,6946,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"604",669412.50000001,6461837.49999977,"2018-05-26",8167,7326,6466,13883,8441,6482,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"605",669412.50000001,6461837.49999977,"2018-05-28",8371,7522,6517,14799,9348,6963,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"607",669412.50000001,6461862.49999977,"2018-05-26",8305,7765,6802,16185,10252,7331,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"608",669412.50000001,6461862.49999977,"2018-05-10",8619,8112,7976,12394,11697,8922,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"609",669412.50000001,6461862.49999977,"2018-05-12",8399,7522,6701,12460,8782,6906,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"611",669412.50000001,6461862.49999977,"2017-06-17",8636,8136,6914,17963,10489,7479,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"613",669412.50000001,6461862.49999977,"2018-05-28",8395,7529,6589,14680,9065,6864,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"614",669412.50000001,6461862.49999977,"2018-08-23",8144,7296,6526,11946,7754,6351,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"615",669412.50000001,6461887.49999977,"2017-06-17",8960,8922,7610,23269,13475,8717,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"617",669412.50000001,6461887.49999977,"2018-05-10",9276,9002,9564,16013,15579,11573,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"619",669412.50000001,6461887.49999977,"2018-05-26",8694,8498,7744,20744,13582,9071,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"620",669412.50000001,6461887.49999977,"2018-05-28",8388,7487,6474,14534,9049,6761,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"621",669412.50000001,6461887.49999977,"2018-08-23",8252,7639,6886,15659,10714,7498,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"622",669412.50000001,6461887.49999977,"2018-05-12",8439,7602,6868,12558,9023,7112,"LC08",45,0,0,0,0,1,0,0,0,0,0,0,0,0
"624",669412.50000001,6461912.49999977,"2018-05-10",8781,8678,8348,15522,14124,9987,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"625",669412.50000001,6461912.49999977,"2018-05-26",8594,8504,7480,21677,13330,8776,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"626",669412.50000001,6461912.49999977,"2018-05-28",8673,8033,7184,17333,12051,8456,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"627",669412.50000001,6461912.49999977,"2018-05-12",8990,8312,8055,13731,12411,9248,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"630",669412.50000001,6461912.49999977,"2017-06-17",8927,8777,7387,24335,13020,8509,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"631",669412.50000001,6461912.49999977,"2018-08-23",8292,7659,6800,16268,10772,7694,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"633",669412.50000001,6461937.49999977,"2018-05-10",8890,8577,8459,15647,13557,10675,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"634",669412.50000001,6461937.49999977,"2018-05-12",9518,9110,9253,16704,14783,11038,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"637",669412.50000001,6461937.49999977,"2017-06-17",8778,8338,7028,23864,11830,7862,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"639",669412.50000001,6461937.49999977,"2018-05-26",8817,8607,8021,20045,12836,9471,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"640",669412.50000001,6461937.49999977,"2018-05-28",9119,9112,8412,20351,14178,9696,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"641",669412.50000001,6461937.49999977,"2018-08-23",8477,7846,7253,14075,11451,8585,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"643",669412.50000001,6461962.49999977,"2018-05-10",8890,8577,8459,15647,13557,10675,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"644",669412.50000001,6461962.49999977,"2018-05-12",9518,9110,9253,16704,14783,11038,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"646",669412.50000001,6461962.49999977,"2018-05-26",8817,8607,8021,20045,12836,9471,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"647",669412.50000001,6461962.49999977,"2018-05-28",9119,9112,8412,20351,14178,9696,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"648",669412.50000001,6461962.49999977,"2018-08-23",8477,7846,7253,14075,11451,8585,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"649",669412.50000001,6461962.49999977,"2017-06-17",8778,8338,7028,23864,11830,7862,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"651",669412.50000001,6461987.49999977,"2018-05-10",8938,8632,8995,14942,15000,11288,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"652",669412.50000001,6461987.49999977,"2018-05-26",9195,9033,9584,16527,15639,11103,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"653",669412.50000001,6461987.49999977,"2018-05-28",9585,10470,10520,22926,14836,11503,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"654",669412.50000001,6461987.49999977,"2018-05-12",9739,9950,10175,19995,16330,12785,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"657",669412.50000001,6461987.49999977,"2017-06-17",8703,7926,6974,17391,9761,7122,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"659",669412.50000001,6461987.49999977,"2018-08-23",8640,8064,7803,13480,12737,9580,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"660",669412.50000001,6462012.49999977,"2017-06-17",8573,7770,6848,14742,9004,6820,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"664",669412.50000001,6462012.49999977,"2018-05-10",8892,8549,8761,15213,14599,11196,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"665",669412.50000001,6462012.49999977,"2018-05-12",9736,9824,10394,18667,17137,13449,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"666",669412.50000001,6462012.49999977,"2018-05-26",9275,8983,9675,16562,15629,11348,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"667",669412.50000001,6462012.49999977,"2018-05-28",9902,10618,11048,20225,17076,13136,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"668",669412.50000001,6462012.49999977,"2018-08-23",8765,8206,8128,13780,13388,9968,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"669",669412.50000001,6462037.49999977,"2018-05-12",9655,9359,10012,16489,17204,13337,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"671",669412.50000001,6462037.49999977,"2018-05-26",8784,8350,8104,16170,12352,9103,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"672",669412.50000001,6462037.49999977,"2018-05-10",8542,8043,7793,14263,11990,9197,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"673",669412.50000001,6462037.49999977,"2018-08-23",8599,8055,7679,14609,11471,8525,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"674",669412.50000001,6462037.49999977,"2017-06-17",8599,7838,6812,15064,9130,6876,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"676",669412.50000001,6462037.49999977,"2018-05-28",9978,9845,10722,17345,18136,13818,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"679",669412.50000001,6462062.49999977,"2018-08-23",8263,7568,6828,13882,9084,6849,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"680",669412.50000001,6462062.49999977,"2017-06-17",8589,7818,6804,15835,9215,6847,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"682",669412.50000001,6462062.49999977,"2018-05-28",10029,9710,10585,17227,17884,13767,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"683",669412.50000001,6462062.49999977,"2018-05-10",8136,7517,6736,13127,9384,7333,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"684",669412.50000001,6462062.49999977,"2018-05-12",9600,9337,9941,15940,17055,13032,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"686",669412.50000001,6462062.49999977,"2018-05-26",8263,7591,6743,14969,9452,7076,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"687",669412.50000001,6462087.49999977,"2018-08-23",8205,7443,6695,13926,8682,6554,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"688",669412.50000001,6462087.49999977,"2018-05-10",8087,7509,6716,13375,9512,7166,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"689",669412.50000001,6462087.49999977,"2017-06-17",8549,7802,6768,16669,9508,6913,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"691",669412.50000001,6462087.49999977,"2018-05-26",8153,7435,6541,15281,9233,6758,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"692",669412.50000001,6462087.49999977,"2018-05-28",9126,8732,8229,18126,13161,9388,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"693",669412.50000001,6462087.49999977,"2018-05-12",8951,8616,8309,16461,13280,9954,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"697",669412.50000001,6462112.49999977,"2017-06-17",8549,7802,6768,16669,9508,6913,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"698",669412.50000001,6462112.49999977,"2018-05-10",8087,7509,6716,13375,9512,7166,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"699",669412.50000001,6462112.49999977,"2018-05-12",8951,8616,8309,16461,13280,9954,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"701",669412.50000001,6462112.49999977,"2018-05-26",8153,7435,6541,15281,9233,6758,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"702",669412.50000001,6462112.49999977,"2018-05-28",9126,8732,8229,18126,13161,9388,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"703",669412.50000001,6462112.49999977,"2018-08-23",8205,7443,6695,13926,8682,6554,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"706",669412.50000001,6462137.49999977,"2018-05-26",8144,7367,6488,13763,8493,6512,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"707",669412.50000001,6462137.49999977,"2018-05-10",8063,7387,6582,12187,8741,6766,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"708",669412.50000001,6462137.49999977,"2018-05-12",8446,7885,6990,15263,10732,7763,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"710",669412.50000001,6462137.49999977,"2017-06-17",8568,7787,6797,14965,8871,6760,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"712",669412.50000001,6462137.49999977,"2018-05-28",8513,7822,6813,17250,10150,7323,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"713",669412.50000001,6462137.49999977,"2018-08-23",8196,7336,6606,11988,7699,6237,"LC08",51,0,0,0,0,0,0,1,0,0,0,0,0,0
"715",669412.50000001,6462162.49999977,"2018-05-12",8442,7660,6969,12777,9995,7671,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"717",669412.50000001,6462162.49999977,"2018-05-26",8175,7507,6539,17889,9483,7073,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"718",669412.50000001,6462162.49999977,"2018-05-28",8473,7733,6817,15672,9994,7394,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"719",669412.50000001,6462162.49999977,"2018-08-23",8156,7341,6568,13811,8840,6663,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"721",669412.50000001,6462162.49999977,"2017-06-17",8582,7975,6871,18156,10272,7344,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"722",669412.50000001,6462162.49999977,"2018-05-10",8147,7515,6753,12573,9635,7531,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"723",669412.50000001,6462187.49999977,"2018-05-12",8521,8084,7056,15638,11563,8399,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"725",669412.50000001,6462187.49999977,"2018-05-26",8469,8004,6903,18063,11034,7651,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"726",669412.50000001,6462187.49999977,"2018-05-10",8454,8027,7428,14029,11484,8540,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"727",669412.50000001,6462187.49999977,"2018-08-23",8354,7632,6900,14528,9488,7156,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"728",669412.50000001,6462187.49999977,"2017-06-17",8950,8473,7288,20816,11247,7974,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"730",669412.50000001,6462187.49999977,"2018-05-28",8601,7983,6956,21140,11530,8055,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"732",669412.50000001,6462212.49999977,"2018-05-10",8643,7983,7716,13372,10149,8586,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"733",669412.50000001,6462212.49999977,"2018-05-12",9074,8511,8028,15876,11783,9240,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"735",669412.50000001,6462212.49999977,"2017-06-17",9117,8492,7938,14809,10476,8174,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"737",669412.50000001,6462212.49999977,"2018-05-26",8718,8013,7833,14838,10077,8105,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"738",669412.50000001,6462212.49999977,"2018-05-28",8915,8698,7626,19978,11775,8327,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
